area_code,area_name,census_geography,all_household,one_pers_all,one_pers_65,one_pers_other,fam_all,fam_65,fam_mar_all,fam_mar_no_ch,fam_mar_ch,fam_mar_non_ch,fam_cohab_all,fam_cohab_no_ch,fam_cohab_ch,fam_cohab_non_ch,fam_lone_all,fam_lone_ch,fam_lone_non_ch,other_hh_all,other_hh_ch,other_hh_stud,other_hh_65,other,one_pers_all_perc,fam_mar_all_perc,fam_cohab_all_perc,fam_lone_all_perc,centroid_x,centroid_y
W00008834,,oa,122,49,27,22,61,4,16,8,5,3,10,1,9,0,31,21,10,12,5,0,1,6,40.2,13.1,8.2,25.4,313891.24199999997,175936.9945
W00008844,,oa,126,45,22,23,69,10,33,13,17,3,10,3,7,0,16,11,5,12,8,0,0,4,35.7,26.2,7.9,12.7,312806.19,175489.0855
W00009011,,oa,121,27,8,19,88,5,21,7,9,5,13,4,7,2,49,44,5,6,3,0,0,3,22.3,17.4,10.7,40.5,313033.60250000004,176265.945
W00010192,,oa,126,27,3,24,95,3,50,14,33,3,20,14,6,0,22,17,5,4,0,0,0,4,21.4,39.7,15.9,17.5,313682.30350000004,179748.2875
W00008987,,oa,117,23,14,9,89,4,37,9,22,6,13,4,6,3,35,25,10,5,1,0,0,4,19.7,31.6,11.1,29.9,312666.0635,175577.414
W00008986,,oa,126,25,9,16,91,7,32,8,19,5,18,7,11,0,34,25,9,10,7,0,1,2,19.8,25.4,14.3,27.0,312798.2255,176503.8355
W00008985,,oa,132,23,7,16,95,3,34,9,18,7,18,4,12,2,40,29,11,14,7,0,2,5,17.4,25.8,13.6,30.3,312958.51399999997,176743.298
W00008989,,oa,144,43,26,17,98,17,53,13,23,17,12,6,6,0,16,8,8,3,1,0,0,2,29.9,36.8,8.3,11.1,311895.342,175389.739
W00008984,,oa,153,43,13,30,106,9,61,22,30,9,21,12,9,0,15,15,0,4,1,0,1,2,28.1,39.9,13.7,9.8,311414.59900000005,175638.66499999998
W00008983,,oa,118,29,13,16,81,20,41,8,17,16,9,4,3,2,11,3,8,8,3,0,2,3,24.6,34.7,7.6,9.3,311748.323,175914.253
W00008982,,oa,136,47,21,26,84,12,24,9,6,9,11,5,5,1,37,21,16,5,0,0,2,3,34.6,17.6,8.1,27.2,313281.7855,175952.5785
W00008981,,oa,150,44,18,26,93,6,22,8,10,4,20,6,13,1,45,38,7,13,8,0,0,5,29.3,14.7,13.3,30.0,313433.64,176186.2035
W00008988,,oa,144,87,51,36,53,15,13,6,6,1,9,3,4,2,16,11,5,4,1,0,1,2,60.4,9.0,6.3,11.1,312233.1625,175421.56
W00008852,,oa,120,67,9,58,46,1,16,3,10,3,12,6,6,0,17,11,6,7,5,0,0,2,55.8,13.3,10.0,14.2,313125.957,175483.9015
W00008850,,oa,145,36,13,23,94,11,31,9,14,8,17,6,10,1,35,25,10,15,6,0,0,9,24.8,21.4,11.7,24.1,312851.7035,175069.3865
W00008851,,oa,123,40,9,31,76,3,31,7,15,9,13,5,7,1,29,20,9,7,2,0,0,5,32.5,25.2,10.6,23.6,313178.3905,175289.869
W00009740,,oa,230,117,21,96,95,8,39,14,22,3,22,11,11,0,26,22,4,18,2,3,1,12,50.9,17.0,9.6,11.3,313732.13049999997,180986.962
W00010182,,oa,130,25,13,12,101,8,62,13,44,5,16,9,6,1,15,14,1,4,1,0,0,3,19.2,47.7,12.3,11.5,313515.864,180101.947
W00010185,,oa,126,27,3,24,93,0,53,19,32,2,25,20,5,0,15,14,1,6,1,0,0,5,21.4,42.1,19.8,11.9,313946.3905,180156.7875
W00008997,,oa,111,16,7,9,85,2,22,3,15,4,15,4,8,3,46,37,9,10,6,0,0,4,14.4,19.8,13.5,41.4,313218.4035,176745.9945
W00008996,,oa,123,39,14,25,74,4,23,8,10,5,11,4,6,1,36,27,9,10,5,0,1,4,31.7,18.7,8.9,29.3,314072.6685,176728.74
W00008991,,oa,127,25,14,11,100,20,54,13,29,12,9,2,7,0,17,5,12,2,2,0,0,0,19.7,42.5,7.1,13.4,311753.281,175038.2495
W00008990,,oa,132,39,14,25,88,20,46,17,23,6,9,7,2,0,13,8,5,5,2,0,1,2,29.6,34.8,6.8,9.8,311647.3585,175387.06699999998
W00008999,,oa,133,29,16,13,94,9,37,12,16,9,9,2,7,0,39,28,11,10,5,1,0,4,21.8,27.8,6.8,29.3,312709.22849999997,176686.46
W00009751,,oa,184,46,11,35,136,8,86,25,45,16,15,11,4,0,27,24,3,2,2,0,0,0,25.0,46.7,8.2,14.7,314102.877,180424.1145
W00009129,,oa,138,44,11,33,69,6,33,7,23,3,5,2,3,0,25,16,9,25,13,0,0,12,31.9,23.9,3.6,18.1,317673.815,175636.2565
W00008835,,oa,121,22,10,12,89,8,37,8,22,7,21,8,10,3,23,15,8,10,5,1,0,4,18.2,30.6,17.4,19.0,314185.8095,175895.9145
W00008832,,oa,124,41,11,30,80,15,32,13,12,7,7,2,4,1,26,21,5,3,0,0,0,3,33.1,25.8,5.6,21.0,314619.899,176286.5005
W00006526,,oa,128,30,7,23,88,13,57,21,28,8,5,1,3,1,13,7,6,10,8,0,0,2,23.4,44.5,3.9,10.2,312739.32149999996,183448.293
W00009723,,oa,119,32,12,20,81,12,33,9,18,6,14,6,6,2,22,19,3,6,4,0,0,2,26.9,27.7,11.8,18.5,314442,179820.2595
W00009672,,oa,108,18,2,16,85,0,23,6,10,7,17,3,13,1,45,41,4,5,2,0,1,2,16.7,21.3,15.7,41.7,323770.7645,180509.5075
W00009041,,oa,131,62,19,43,60,8,25,11,9,5,7,6,1,0,20,12,8,9,2,1,1,5,47.3,19.1,5.3,15.3,313609.391,177846.16249999998
W00009048,,oa,133,36,17,19,92,14,52,18,28,6,14,8,4,2,12,6,6,5,1,0,0,4,27.1,39.1,10.5,9.0,313928.2355,177361.445
W00009049,,oa,130,42,4,38,79,0,24,3,17,4,10,4,5,1,45,37,8,9,6,0,0,3,32.3,18.5,7.7,34.6,313068.22900000005,177386.2195
W00008946,,oa,171,31,6,25,130,7,66,18,41,7,29,15,13,1,28,23,5,10,3,0,0,7,18.1,38.6,17.0,16.4,312196.56499999994,176312.278
W00009235,,oa,122,27,11,16,85,10,37,16,16,5,19,12,6,1,19,15,4,10,1,0,0,9,22.1,30.3,15.6,15.6,314937.32050000003,178714.517
W00009238,,oa,141,43,20,23,87,7,46,15,22,9,14,12,2,0,20,9,11,11,3,0,2,6,30.5,32.6,9.9,14.2,315275.966,178952.6875
W00009546,,oa,109,32,24,8,75,13,46,17,17,12,3,2,1,0,13,1,12,2,0,0,0,2,29.4,42.2,2.8,11.9,316123.4975,181328.48700000002
W00010163,,oa,116,12,3,9,100,4,71,13,56,2,13,5,8,0,12,10,2,4,3,0,0,1,10.3,61.2,11.2,10.3,312217.7795,181787.278
W00009104,,oa,156,61,13,48,73,6,37,9,20,8,14,6,8,0,16,13,3,22,11,0,0,11,39.1,23.7,9.0,10.3,317546.2325,175039.474
W00009102,,oa,127,51,14,37,62,5,31,8,19,4,18,13,4,1,8,6,2,14,6,0,0,8,40.2,24.4,14.2,6.3,317165.79850000003,175043.2355
W00009057,,oa,127,30,15,15,86,6,51,13,25,13,14,6,6,2,15,9,6,11,4,0,0,7,23.6,40.2,11.0,11.8,314259.7885,177040.8605
W00009050,,oa,116,34,6,28,72,6,30,11,11,8,4,0,4,0,32,22,10,10,4,0,0,6,29.3,25.9,3.4,27.6,313328.2385,177217.52899999998
W00009059,,oa,133,46,28,18,78,16,37,13,11,13,14,5,7,2,11,8,3,9,6,0,1,2,34.6,27.8,10.5,8.3,313086.7175,178629.2005
W00008891,,oa,117,55,28,27,56,4,27,15,10,2,14,6,8,0,11,5,6,6,1,0,0,5,47.0,23.1,12.0,9.4,315722.2025,177157.7595
W00009206,,oa,124,27,14,13,86,15,58,15,31,12,6,3,3,0,7,4,3,11,5,1,0,5,21.8,46.8,4.8,5.6,313587.56649999996,179297.759
W00009208,,oa,137,24,8,16,106,16,71,26,26,19,4,2,2,0,15,5,10,7,4,0,0,3,17.5,51.8,2.9,10.9,313841.3575,178951.543
W00009209,,oa,117,50,22,28,64,10,34,11,13,10,7,5,2,0,13,9,4,3,1,0,1,1,42.7,29.1,6.0,11.1,314082.5415,178977.0845
W00009193,,oa,123,63,17,46,51,8,23,13,7,3,16,10,6,0,4,2,2,9,3,0,0,6,51.2,18.7,13.0,3.3,315784.7955,178010.899
W00009191,,oa,236,86,31,55,141,5,77,38,26,13,32,23,8,1,27,16,11,9,5,0,0,4,36.4,32.6,13.6,11.4,314404.4875,178977.3025
W00009027,,oa,130,34,7,27,89,2,35,9,19,7,14,2,12,0,38,31,7,7,5,0,0,2,26.2,26.9,10.8,29.2,312706.586,175770.09999999998
W00009020,,oa,118,36,10,26,73,6,19,5,10,4,6,0,5,1,42,33,9,9,4,0,3,2,30.5,16.1,5.1,35.6,312787.98549999995,176013.139
W00009029,,oa,121,44,24,20,67,12,24,8,11,5,9,4,4,1,22,16,6,10,5,0,0,5,36.4,19.8,7.4,18.2,313716.968,178417.285
W00009373,,oa,132,22,11,11,94,7,58,23,23,12,12,5,6,1,17,12,5,16,10,0,1,5,16.7,43.9,9.1,12.9,320286.579,181541.89
W00009212,,oa,104,42,13,29,59,5,41,10,24,7,6,4,1,1,7,3,4,3,0,0,1,2,40.4,39.4,5.8,6.7,314304.838,178665.0795
W00009529,,oa,134,32,16,16,95,20,60,25,23,12,7,2,5,0,8,5,3,7,5,0,0,2,23.9,44.8,5.2,6.0,314874.70149999997,182356.24800000002
W00009717,,oa,133,38,11,27,87,8,51,23,17,11,17,8,6,3,11,6,5,8,3,0,0,5,28.6,38.3,12.8,8.3,312990.168,182382.664
W00009718,,oa,141,44,16,28,92,12,67,22,32,13,7,5,2,0,6,2,4,5,2,0,0,3,31.2,47.5,5.0,4.3,313466.506,181823.38400000002
W00010144,,oa,122,18,11,7,101,21,67,20,35,12,8,4,3,1,5,4,1,3,3,0,0,0,14.8,54.9,6.6,4.1,311261.906,178674.0855
W00009347,,oa,98,19,6,13,69,4,24,8,11,5,16,4,11,1,25,16,9,10,3,0,0,7,19.4,24.5,16.3,25.5,320540.631,180522.9605
W00009036,,oa,131,27,21,6,96,13,44,16,19,9,11,3,7,1,28,17,11,8,3,0,1,4,20.6,33.6,8.4,21.4,313391.20550000004,177828.7135
W00009037,,oa,133,59,32,27,67,12,30,8,12,10,7,0,5,2,18,10,8,7,4,0,0,3,44.4,22.6,5.3,13.5,313732.45550000004,177910.90899999999
W00009034,,oa,137,34,25,9,90,10,37,15,11,11,19,5,12,2,24,16,8,13,7,0,0,6,24.8,27.0,13.9,17.5,314229.436,177522.2895
W00009038,,oa,147,93,9,84,49,2,14,2,7,5,9,6,3,0,24,19,5,5,2,0,0,3,63.3,9.5,6.1,16.3,313156.833,178027.58299999998
W00009039,,oa,124,32,8,24,86,5,46,13,22,11,16,10,5,1,19,16,3,6,2,0,0,4,25.8,37.1,12.9,15.3,312707.5725,178080.69900000002
W00009345,,oa,140,37,12,25,99,5,51,17,25,9,11,3,8,0,32,23,9,4,3,0,0,1,26.4,36.4,7.9,22.9,320362.489,180432.419
W00009007,,oa,126,68,34,34,49,5,17,7,9,1,6,1,4,1,21,16,5,9,5,0,0,4,54.0,13.5,4.8,16.7,313841.483,176410.2515
W00009004,,oa,131,46,15,31,78,3,25,7,16,2,14,4,10,0,36,29,7,7,3,0,0,4,35.1,19.1,10.7,27.5,313933.33050000004,176608.1445
W00009005,,oa,128,15,4,11,104,6,33,9,18,6,14,3,9,2,51,42,9,9,5,0,0,4,11.7,25.8,10.9,39.8,313013.30449999997,176483.2135
W00009002,,oa,158,48,11,37,98,5,33,9,14,10,13,3,9,1,47,33,14,12,5,0,2,5,30.4,20.9,8.2,29.7,313562,176536.5
W00009003,,oa,129,28,7,21,93,7,35,10,14,11,20,7,12,1,31,21,10,8,5,0,1,2,21.7,27.1,15.5,24.0,313447.3495,176468.722
W00009001,,oa,128,29,7,22,86,1,24,6,15,3,23,9,14,0,38,31,7,13,8,0,0,5,22.7,18.8,18.0,29.7,313840.67949999997,176802.446
W00009008,,oa,125,27,5,22,93,5,27,8,10,9,20,5,15,0,41,35,6,5,2,0,0,3,21.6,21.6,16.0,32.8,313131.58499999996,176456.374
W00009506,,oa,128,25,18,7,95,20,56,24,19,13,10,6,3,1,9,4,5,8,3,0,0,5,19.5,43.8,7.8,7.0,312542.095,181125.16700000002
W00009769,,oa,122,50,19,31,66,14,25,8,10,7,14,8,6,0,13,9,4,6,1,0,2,3,41.0,20.5,11.5,10.7,315697.001,179673.56050000002
W00008843,,oa,147,52,10,42,83,6,22,8,13,1,10,1,9,0,45,41,4,12,4,0,0,8,35.4,15.0,6.8,30.6,313945.545,175571.6655
W00008842,,oa,130,33,19,14,88,9,44,12,23,9,14,3,11,0,21,14,7,9,6,0,0,3,25.4,33.8,10.8,16.2,312999.08550000004,175627.0885
W00008840,,oa,122,27,10,17,83,2,30,13,14,3,13,4,8,1,38,29,9,12,6,0,0,6,22.1,24.6,10.7,31.1,314329.7525,175628.448
W00008841,,oa,128,45,23,22,71,13,39,11,20,8,10,3,6,1,9,9,0,12,5,0,0,7,35.2,30.5,7.8,7.0,313415.8915,175653.34350000002
W00009016,,oa,103,32,6,26,66,0,17,3,10,4,16,4,12,0,33,30,3,5,3,0,0,2,31.1,16.5,15.5,32.0,312603.45849999995,176048.26799999998
W00009017,,oa,113,27,11,16,77,15,36,17,14,5,14,6,4,4,12,7,5,9,4,0,1,4,23.9,31.9,12.4,10.6,312163.1725,175953.20299999998
W00009015,,oa,137,30,12,18,103,12,68,28,27,13,15,10,4,1,8,5,3,4,2,0,0,2,21.9,49.6,10.9,5.8,311401.2695,175984.3455
W00009013,,oa,134,30,8,22,87,4,32,14,11,7,17,4,11,2,34,17,17,17,6,0,1,10,22.4,23.9,12.7,25.4,313661.74199999997,176140.776
W00009010,,oa,126,23,9,14,94,3,21,3,12,6,11,2,8,1,59,50,9,9,4,0,1,4,18.3,16.7,8.7,46.8,312783.2975,176170.8725
W00009018,,oa,136,59,42,17,75,8,24,9,8,7,14,6,7,1,29,21,8,2,2,0,0,0,43.4,17.6,10.3,21.3,313222.8155,176093.46
W00009511,,oa,140,38,23,15,97,23,66,21,27,18,3,1,2,0,5,4,1,5,2,0,0,3,27.1,47.1,2.1,3.6,313061.8545,180336.83649999998
W00008994,,oa,124,41,19,22,76,11,26,10,12,4,20,7,12,1,19,16,3,7,0,0,2,5,33.1,21.0,16.1,15.3,314139.359,176636.55849999998
W00008998,,oa,156,57,11,46,86,6,37,21,12,4,13,8,5,0,30,16,14,13,2,0,0,11,36.5,23.7,8.3,19.2,314386.791,176744.8205
W00008993,,oa,132,51,15,36,77,8,26,11,12,3,18,11,5,2,25,17,8,4,1,1,0,2,38.6,19.7,13.6,18.9,314215.58400000003,176933.39049999998
W00008853,,oa,135,36,9,27,88,7,47,14,27,6,17,10,7,0,17,10,7,11,2,0,0,9,26.7,34.8,12.6,12.6,315256.38800000004,176840.82
W00008854,,oa,128,38,20,18,82,8,42,11,26,5,14,5,9,0,18,12,6,8,0,0,0,8,29.7,32.8,10.9,14.1,315014.54500000004,176970.495
W00010209,,oa,136,42,10,32,81,7,33,10,16,7,14,5,8,1,27,19,8,13,4,0,0,9,30.9,24.3,10.3,19.9,315424.0895,176375.858
W00008858,,oa,108,32,12,20,68,4,44,16,20,8,15,7,8,0,5,3,2,8,3,0,1,4,29.6,40.7,13.9,4.6,315384.5955,176911
W00008857,,oa,142,67,11,56,60,4,14,5,8,1,27,22,5,0,15,13,2,15,2,0,1,12,47.2,9.9,19.0,10.6,315879.9175,176896.4345
W00009194,,oa,141,50,26,24,86,22,47,16,22,9,12,7,3,2,5,3,2,5,1,0,0,4,35.5,33.3,8.5,3.5,314612.605,178026.1435
W00010231,,oa,104,19,14,5,82,10,54,16,30,8,8,5,3,0,10,2,8,3,1,0,0,2,18.3,51.9,7.7,9.6,314569.44499999995,178473.5
W00010187,,oa,46,18,10,8,25,7,11,6,5,0,3,2,1,0,4,1,3,3,1,0,0,2,39.1,23.9,6.5,8.7,314861.819,178302.24
W00009213,,oa,123,33,24,9,84,17,56,15,28,13,5,2,3,0,6,2,4,6,0,1,3,2,26.8,45.5,4.1,4.9,314758.6125,178544.6785
W00009210,,oa,115,50,15,35,62,5,25,8,12,5,20,7,13,0,12,10,2,3,1,0,1,1,43.5,21.7,17.4,10.4,314297.1705,178925.55349999998
W00009240,,oa,120,27,14,13,83,4,43,10,24,9,10,2,7,1,26,15,11,10,4,0,0,6,22.5,35.8,8.3,21.7,315597.372,178624.519
W00009079,,oa,188,53,14,39,96,6,42,13,19,10,24,13,11,0,24,15,9,39,5,6,3,25,28.2,22.3,12.8,12.8,317051.2955,178740.58250000002
W00009742,,oa,133,42,24,18,81,21,45,17,18,10,6,4,1,1,9,5,4,10,2,0,1,7,31.6,33.8,4.5,6.8,314766.25450000004,181101
W00009741,,oa,138,28,18,10,101,15,67,21,36,10,10,4,3,3,9,6,3,9,3,0,1,5,20.3,48.6,7.2,6.5,314542.9275,181192.45500000002
W00009614,,oa,132,35,19,16,84,14,48,19,21,8,13,9,4,0,9,5,4,13,5,0,0,8,26.5,36.4,9.8,6.8,321291.94299999997,178533.7695
W00009696,,oa,132,37,16,21,86,10,39,14,18,7,17,13,3,1,20,18,2,9,3,0,0,6,28.0,29.5,12.9,15.2,324415.0165,181066.231
W00009062,,oa,140,61,11,50,75,2,27,11,11,5,26,18,8,0,20,14,6,4,1,1,0,2,43.6,19.3,18.6,14.3,314267.6665,178366.38549999997
W00008824,,oa,174,45,12,33,117,10,44,10,23,11,17,3,11,3,46,30,16,12,5,0,0,7,25.9,25.3,9.8,26.4,314666.615,175927.576
W00009752,,oa,99,82,75,7,17,8,6,5,1,0,1,0,1,0,2,1,1,0,0,0,0,0,82.8,6.1,1.0,2.0,314590.151,180617.19050000003
W00009753,,oa,112,44,19,25,62,9,33,9,17,7,9,7,2,0,11,6,5,6,0,0,0,6,39.3,29.5,8.0,9.8,315401.70149999997,180394.6745
W00009221,,oa,116,23,7,16,83,6,38,7,24,7,16,3,12,1,23,15,8,10,3,0,0,7,19.8,32.8,13.8,19.8,316192.978,178705.49349999998
W00008886,,oa,128,26,13,13,94,12,71,22,40,9,6,2,4,0,5,4,1,8,6,0,0,2,20.3,55.5,4.7,3.9,315514.277,177260.429
W00008809,,oa,131,69,22,47,44,2,22,8,11,3,7,5,2,0,13,11,2,18,5,0,0,13,52.7,16.8,5.3,9.9,318418.85,175519.956
W00009239,,oa,121,43,21,22,67,2,30,6,18,6,14,4,10,0,21,14,7,11,7,0,1,3,35.5,24.8,11.6,17.4,316110.84349999996,178779.4765
W00009544,,oa,118,22,15,7,91,22,55,27,24,4,10,5,4,1,4,3,1,5,3,0,1,1,18.6,46.6,8.5,3.4,316477.767,181060.35950000002
W00009738,,oa,116,33,22,11,79,19,48,14,23,11,9,3,6,0,3,2,1,4,3,0,0,1,28.5,41.4,7.8,2.6,316114.048,179320.3985
W00009739,,oa,136,35,24,11,96,21,56,14,28,14,9,2,7,0,10,8,2,5,2,0,1,2,25.7,41.2,6.6,7.4,314383.476,181352.9345
W00009054,,oa,136,30,19,11,95,15,63,21,27,15,7,1,4,2,10,5,5,11,8,0,0,3,22.1,46.3,5.1,7.4,314198.269,177282.2935
W00009055,,oa,166,63,24,39,92,11,48,19,23,6,14,12,2,0,19,7,12,11,6,0,0,5,38.0,28.9,8.4,11.4,314501.5235,177322.87699999998
W00009053,,oa,118,56,17,39,58,10,16,6,7,3,15,6,9,0,17,9,8,4,1,1,0,2,47.5,13.6,12.7,14.4,314482.15650000004,177124.8505
W00009058,,oa,143,79,21,58,58,10,30,15,12,3,10,8,2,0,8,5,3,6,2,0,0,4,55.2,21.0,7.0,5.6,314632.49950000003,177065.68099999998
W00008895,,oa,119,40,11,29,68,2,32,13,17,2,27,20,4,3,7,5,2,11,5,0,0,6,33.6,26.9,22.7,5.9,316111.797,176971.56949999998
W00008892,,oa,118,29,16,13,82,8,59,21,30,8,5,1,4,0,10,3,7,7,0,1,2,4,24.6,50.0,4.2,8.5,315435.968,177152.6755
W00009202,,oa,114,33,10,23,74,7,40,12,21,7,14,10,4,0,13,7,6,7,3,0,0,4,29.0,35.1,12.3,11.4,314686.6625,177478.9535
W00009207,,oa,119,40,11,29,73,7,44,18,20,6,15,11,3,1,7,5,2,6,3,0,0,3,33.6,37.0,12.6,5.9,314403.79500000004,178929.065
W00009200,,oa,121,21,13,8,94,18,56,12,31,13,13,8,3,2,7,2,5,6,1,0,2,3,17.4,46.3,10.7,5.8,315199.2875,177759.01
W00009280,,oa,126,29,21,8,90,10,59,20,27,12,11,5,6,0,10,7,3,7,5,0,0,2,23.0,46.8,8.7,7.9,317756.3955,182344.42450000002
W00009707,,oa,113,27,4,23,81,1,15,3,8,4,13,5,8,0,52,46,6,5,3,1,0,1,23.9,13.3,11.5,46.0,323681.294,180667.1875
W00009465,,oa,141,42,5,37,31,4,14,4,7,3,4,4,0,0,9,4,5,68,5,33,0,30,29.8,9.9,2.8,6.4,318712.5145,177906.05
W00009708,,oa,113,20,5,15,88,2,18,8,10,0,22,1,21,0,46,40,6,5,4,0,0,1,17.7,15.9,19.5,40.7,323901.11600000004,180559.4105
W00009192,,oa,129,53,27,26,68,11,39,23,14,2,10,9,1,0,8,4,4,8,0,0,0,8,41.1,30.2,7.8,6.2,315387.1675,178186.516
W00009211,,oa,112,26,14,12,81,7,56,18,25,13,8,3,4,1,10,4,6,5,2,0,0,3,23.2,50.0,7.1,8.9,314165.5015,178740.23599999998
W00009520,,oa,116,24,14,10,89,19,54,18,31,5,4,3,1,0,12,4,8,3,1,0,0,2,20.7,46.6,3.4,10.3,315489.50450000004,182085.73450000002
W00008868,,oa,151,67,9,58,66,5,31,11,15,5,24,19,3,2,6,4,2,18,3,0,0,15,44.4,20.5,15.9,4.0,315925.61600000004,176631.4385
W00009531,,oa,123,38,23,15,78,27,37,16,12,9,4,2,2,0,10,4,6,7,3,0,2,2,30.9,30.1,3.3,8.1,314661.57050000003,181469.217
W00009634,,oa,120,28,13,15,72,2,42,15,13,14,17,12,5,0,11,7,4,20,4,0,0,16,23.3,35.0,14.2,9.2,320458.7025,176702.59149999998
W00009165,,oa,114,28,16,12,83,20,48,18,24,6,6,2,4,0,9,4,5,3,1,0,1,1,24.6,42.1,5.3,7.9,316075.29,180537.25449999998
W00009168,,oa,115,34,27,7,69,21,35,14,11,10,9,5,3,1,4,1,3,12,2,0,0,10,29.6,30.4,7.8,3.5,315922.42850000004,180389.313
W00008874,,oa,141,41,12,29,75,8,42,12,24,6,11,8,3,0,14,9,5,25,9,1,0,15,29.1,29.8,7.8,9.9,316136.777,176466.9045
W00009768,,oa,133,58,32,26,68,9,43,10,23,10,7,5,2,0,9,7,2,7,1,1,1,4,43.6,32.3,5.3,6.8,315530.091,179786.03
W00008933,,oa,124,43,8,35,19,0,8,2,5,1,7,6,1,0,4,4,0,62,4,40,0,18,34.7,6.5,5.6,3.2,317956.137,177979.425
W00009099,,oa,117,28,14,14,76,11,41,11,23,7,9,4,5,0,15,6,9,13,4,0,1,8,23.9,35.0,7.7,12.8,318205.2675,174959.15600000002
W00009320,,oa,118,29,11,18,77,5,32,9,13,10,11,3,8,0,29,20,9,12,5,0,0,7,24.6,27.1,9.3,24.6,322409.5,181614.28399999999
W00009275,,oa,111,24,15,9,81,14,53,23,18,12,8,4,3,1,6,1,5,6,1,0,0,5,21.6,47.7,7.2,5.4,317637.924,182598.9725
W00009273,,oa,118,41,15,26,69,5,36,11,23,2,20,14,6,0,8,8,0,8,3,0,0,5,34.8,30.5,16.9,6.8,317153.67449999996,182900.342
W00009519,,oa,121,49,35,14,68,17,37,16,14,7,8,6,2,0,6,3,3,4,2,0,0,2,40.5,30.6,6.6,5.0,315765.748,182039.057
W00008790,,oa,131,74,13,61,37,2,16,7,9,0,13,10,3,0,6,4,2,20,4,7,1,8,56.5,12.2,9.9,4.6,319344.72250000003,176509.1485
W00008607,,oa,162,35,15,20,114,17,76,29,22,25,6,2,4,0,15,6,9,13,7,0,0,6,21.6,46.9,3.7,9.3,327037.3645,181138.44449999998
W00008605,,oa,123,25,12,13,91,15,58,23,26,9,9,8,0,1,9,8,1,7,2,0,0,5,20.3,47.2,7.3,7.3,324377.4535,184327.44650000002
W00009694,,oa,140,64,12,52,68,9,24,13,6,5,10,4,4,2,25,14,11,8,3,0,0,5,45.7,17.1,7.1,17.9,323066.8495,181184.75449999998
W00009715,,oa,131,37,1,36,83,0,16,2,10,4,16,3,12,1,51,46,5,11,6,0,0,5,28.2,12.2,12.2,38.9,322912.62049999996,179825.93349999998
W00009698,,oa,117,27,7,20,85,9,36,16,17,3,18,9,8,1,22,16,6,5,1,0,1,3,23.1,30.8,15.4,18.8,324396.7885,180913.8805
W00009692,,oa,142,24,10,14,105,9,68,23,37,8,13,4,9,0,15,10,5,13,6,0,0,7,16.9,47.9,9.2,10.6,324471.79099999997,181346.5565
W00010183,,oa,114,28,0,28,77,2,45,10,27,8,17,9,6,2,13,11,2,9,4,0,0,5,24.6,39.5,14.9,11.4,324335.07200000004,179931.04950000002
W00009669,,oa,193,52,5,47,130,0,38,12,15,11,23,11,11,1,69,53,16,11,5,0,0,6,26.9,19.7,11.9,35.8,323858.101,180837.9585
W00009677,,oa,132,29,12,17,97,12,55,16,26,13,22,12,9,1,8,5,3,6,3,0,0,3,22.0,41.7,16.7,6.1,324353.5775,181662.546
W00009671,,oa,107,24,5,19,76,0,24,4,17,3,10,2,8,0,42,38,4,7,4,0,0,3,22.4,22.4,9.3,39.3,324123.7265,180677.01549999998
W00009679,,oa,158,35,13,22,115,4,67,28,31,8,28,20,7,1,16,8,8,8,4,0,2,2,22.2,42.4,17.7,10.1,324410.017,181503.9385
W00009705,,oa,118,31,6,25,79,5,50,19,28,3,17,11,6,0,7,6,1,8,7,0,1,0,26.3,42.4,14.4,5.9,324524.2295,180737.505
W00009703,,oa,100,32,2,30,62,1,13,2,10,1,11,2,7,2,37,31,6,6,6,0,0,0,32.0,13.0,11.0,37.0,324094.091,180919.69900000002
W00009701,,oa,106,55,14,41,42,10,12,3,4,5,4,2,2,0,16,6,10,9,4,0,1,4,51.9,11.3,3.8,15.1,323023.8375,180642.7405
W00009714,,oa,113,26,7,19,80,13,33,9,17,7,4,2,1,1,30,17,13,7,4,0,0,3,23.0,29.2,3.5,26.5,323083.586,180069.5975
W00009681,,oa,128,40,7,33,79,3,33,11,12,10,13,3,9,1,30,21,9,9,5,0,0,4,31.3,25.8,10.2,23.4,323077.0335,180988.059
W00009523,,oa,221,36,20,16,169,25,109,27,67,15,18,9,8,1,17,8,9,16,7,0,0,9,16.3,49.3,8.1,7.7,315558.047,183356.4475
W00009375,,oa,185,47,22,25,128,19,73,31,30,12,13,8,4,1,23,15,8,10,4,0,0,6,25.4,39.5,7.0,12.4,311308.50899999996,183743.306
W00009761,,oa,119,35,17,18,75,5,44,16,21,7,15,6,7,2,11,4,7,9,5,0,0,4,29.4,37.0,12.6,9.2,314613.65650000004,180004.402
W00009605,,oa,132,33,14,19,87,12,50,22,20,8,13,2,10,1,12,6,6,12,7,0,2,3,25.0,37.9,9.8,9.1,322230.234,179063.18550000002
W00009328,,oa,140,27,17,10,100,18,58,25,19,14,10,2,8,0,14,8,6,13,6,0,1,6,19.3,41.4,7.1,10.0,322704.703,181379.19449999998
W00009087,,oa,129,29,15,14,49,5,29,6,20,3,11,4,7,0,4,1,3,51,2,17,2,30,22.5,22.5,8.5,3.1,317650.414,178851.8775
W00009089,,oa,113,30,4,26,32,4,17,6,9,2,7,7,0,0,4,1,3,51,5,21,0,25,26.6,15.0,6.2,3.5,317821.06799999997,178825.85950000002
