area_code,area_name,census_geography,all_accommodation,flat_all,flat_commercial,flat_converted,flat_purpose,mobile_home,shared_all,unshared_all,unshared_house,unshared_house_detached,unshared_house_semi,unshared_house_terrace,flat_all_perc,mobile_home_perc,shared_all_perc,unshared_house_perc,whole_detached_perc,whole_semi_perc,whole_terrace_perc,centroid_x,centroid_y
W01001884,Cardiff 013D,lsoa,527,50,0,2,48,0,0,527,477,35,315,127,9.5,0.0,0.0,90.5,6.6,59.8,24.1,323797.3879479243,180700.30339931662
W01001841,Cardiff 003A,lsoa,740,5,0,0,5,0,0,740,735,480,189,66,0.7,0.0,0.0,99.3,64.9,25.5,8.9,320329.08775458595,182754.37346167152
W01001882,Cardiff 011C,lsoa,739,17,0,0,17,6,0,739,716,197,356,163,2.3,0.8,0.0,96.9,26.7,48.2,22.1,324870.43581255013,180976.1092935418
W01001843,Cardiff 003C,lsoa,808,12,3,2,7,1,0,808,795,518,183,94,1.5,0.1,0.0,98.4,64.1,22.6,11.6,322733.18905566714,182591.84120133283
W01001842,Cardiff 003B,lsoa,726,48,0,1,47,0,0,726,678,247,207,224,6.6,0.0,0.0,93.4,34.0,28.5,30.9,321240.7082033047,183433.37667911957
W01001803,Cardiff 015A,lsoa,712,100,1,8,91,0,0,712,612,15,348,249,14.0,0.0,0.0,86.0,2.1,48.9,35.0,322211.1570869292,180247.56574680016
W01001805,Cardiff 015C,lsoa,645,181,0,0,181,0,0,645,464,17,286,161,28.1,0.0,0.0,71.9,2.6,44.3,25.0,321596.4101043559,180453.91432741637
W01001811,Cardiff 009A,lsoa,540,93,1,0,92,0,0,540,447,32,89,326,17.2,0.0,0.0,82.8,5.9,16.5,60.4,320892.52513633046,180477.00077959005
W01001823,Cardiff 029B,lsoa,521,41,0,31,10,0,15,506,465,19,50,396,7.9,0.0,2.9,89.3,3.6,9.6,76.0,319687.90128276823,178108.21388617714
W01001865,Cardiff 022C,lsoa,515,22,1,0,21,0,0,515,493,38,410,45,4.3,0.0,0.0,95.7,7.4,79.6,8.7,321965.15128197754,178202.9104247234
W01001876,Cardiff 037D,lsoa,678,152,4,4,144,0,2,676,524,32,198,294,22.4,0.0,0.3,77.3,4.7,29.2,43.4,320812.29467152053,177348.12850156237
W01001799,Cardiff 001D,lsoa,520,127,1,4,122,0,0,520,393,313,67,13,24.4,0.0,0.0,75.6,60.2,12.9,2.5,318474.7023998587,182283.07708122753
W01001844,Cardiff 003D,lsoa,841,125,1,2,122,0,0,841,716,275,296,145,14.9,0.0,0.0,85.1,32.7,35.2,17.2,320785.69507312286,182065.03534313262
W01001783,Cardiff 026E,lsoa,508,6,0,1,5,0,0,508,502,264,186,52,1.2,0.0,0.0,98.8,52.0,36.6,10.2,313850.8666340961,179335.12842716696
W01001790,Cardiff 023F,lsoa,500,33,0,5,28,0,0,500,467,8,334,125,6.6,0.0,0.0,93.4,1.6,66.8,25.0,315265.0054912311,179229.61493339727
W01001757,Cardiff 025C,lsoa,571,171,14,89,68,0,0,571,400,9,37,354,29.9,0.0,0.0,70.1,1.6,6.5,62.0,317275.0227764844,178985.37149432627
W01001774,Cardiff 018D,lsoa,541,8,3,0,5,0,0,541,533,37,491,5,1.5,0.0,0.0,98.5,6.8,90.8,0.9,317099.3418083176,179966.96331610254
W01001733,Cardiff 019B,lsoa,586,174,2,7,165,0,0,586,412,233,151,28,29.7,0.0,0.0,70.3,39.8,25.8,4.8,319266.44970719743,179964.98609239905
W01001812,Cardiff 017C,lsoa,484,10,1,0,9,0,0,484,474,12,94,368,2.1,0.0,0.0,97.9,2.5,19.4,76.0,319881.2394315599,180234.27738073564
W01001806,Cardiff 015D,lsoa,799,329,10,5,314,0,0,799,470,51,390,29,41.2,0.0,0.0,58.8,6.4,48.8,3.6,321317.65130765154,179803.20573472613
W01001867,Cardiff 016B,lsoa,545,86,2,1,83,0,0,545,459,19,344,96,15.8,0.0,0.0,84.2,3.5,63.1,17.6,322497.6754532895,179611.50930539166
W01001895,Cardiff 010D,lsoa,851,546,0,8,538,0,0,851,305,46,200,59,64.2,0.0,0.0,35.8,5.4,23.5,6.9,314073.8891558276,180705.13773265426
W01001848,Cardiff 012B,lsoa,618,10,1,2,7,0,0,618,608,59,373,176,1.6,0.0,0.0,98.4,9.5,60.4,28.5,316282.2242649768,180968.9091454483
W01001769,Cardiff 018A,lsoa,617,31,4,6,21,0,0,617,586,85,494,7,5.0,0.0,0.0,95.0,13.8,80.1,1.1,317717.7562848745,180513.37820103212
W01001731,Cardiff 008B,lsoa,534,28,9,7,12,0,0,534,506,273,227,6,5.2,0.0,0.0,94.8,51.1,42.5,1.1,318638.2345261434,181084.84642271526
W01001736,Cardiff 008C,lsoa,601,50,1,1,48,0,0,601,551,217,329,5,8.3,0.0,0.0,91.7,36.1,54.7,0.8,319343.6434955176,181610.99103171675
W01001946,Cardiff 049C,lsoa,707,451,0,3,448,0,0,707,256,15,93,148,63.8,0.0,0.0,36.2,2.1,13.2,20.9,317923.7678766262,174071.87499002845
W01001767,Cardiff 044D,lsoa,691,174,19,48,107,0,0,691,517,22,38,457,25.2,0.0,0.0,74.8,3.2,5.5,66.1,317501.3183257516,175247.02123918198
W01001766,Cardiff 044C,lsoa,685,119,4,40,75,0,7,678,559,31,39,489,17.4,0.0,1.0,81.6,4.5,5.7,71.4,317493.494488932,175556.80659604576
W01001764,Cardiff 044A,lsoa,603,150,3,53,94,0,2,601,451,22,36,393,24.9,0.0,0.3,74.8,3.6,6.0,65.2,317582.16521547025,175608.81513239193
W01001855,Cardiff 042A,lsoa,685,202,3,74,125,0,0,685,483,37,82,364,29.5,0.0,0.0,70.5,5.4,12.0,53.1,317192.6824188151,176163.8731885365
W01001857,Cardiff 042C,lsoa,843,405,4,45,356,0,0,843,438,30,59,349,48.0,0.0,0.0,52.0,3.6,7.0,41.4,317086.3042044775,176298.3240899503
W01001856,Cardiff 042B,lsoa,776,461,15,158,288,0,14,762,301,29,23,249,59.4,0.0,1.8,38.8,3.7,3.0,32.1,317643.1085447294,176156.11702926556
W01001862,Cardiff 042D,lsoa,707,338,17,220,101,0,28,679,341,17,35,289,47.8,0.0,4.0,48.2,2.4,5.0,40.9,317497.8520257142,176378.67708085806
W01001721,Cardiff 032A,lsoa,594,317,3,112,202,0,2,592,275,33,33,209,53.4,0.0,0.3,46.3,5.6,5.6,35.2,317751.8346860609,177680.40022308216
W01001719,Cardiff 028B,lsoa,534,46,1,35,10,0,0,534,488,9,29,450,8.6,0.0,0.0,91.4,1.7,5.4,84.3,317707.5465713019,178062.46691481525
W01001939,Cardiff 032F,lsoa,627,601,51,13,537,0,0,627,26,5,3,18,95.9,0.0,0.0,4.1,0.8,0.5,2.9,317959.04553788126,176992.19724434696
W01001755,Cardiff 025A,lsoa,536,88,27,32,29,0,0,536,448,9,25,414,16.4,0.0,0.0,83.6,1.7,4.7,77.2,317455.84062947636,178602.61523126415
W01001758,Cardiff 025D,lsoa,652,108,11,53,44,0,0,652,544,11,18,515,16.6,0.0,0.0,83.4,1.7,2.8,79.0,317672.3119235572,178795.10386031188
W01001771,Cardiff 018C,lsoa,688,95,3,10,82,0,0,688,593,46,503,44,13.8,0.0,0.0,86.2,6.7,73.1,6.4,317163.0500403451,180498.7621005363
W01001793,Cardiff 002A,lsoa,567,51,0,3,48,0,0,567,516,258,104,154,9.0,0.0,0.0,91.0,45.5,18.3,27.2,317204.3921053238,183268.24817401677
W01001657,Newport 020C,lsoa,547,32,3,9,20,6,0,547,509,426,61,22,5.9,1.1,0.0,93.1,77.9,11.2,4.0,324419.52194464067,183719.67563788543
W01001804,Cardiff 015B,lsoa,643,61,1,1,59,0,0,643,582,20,259,303,9.5,0.0,0.0,90.5,3.1,40.3,47.1,321906.340127758,181006.294551031
W01001881,Cardiff 013C,lsoa,645,148,0,2,146,0,0,645,497,74,184,239,22.9,0.0,0.0,77.1,11.5,28.5,37.1,323170.7502957466,181225.0387263099
W01001877,Cardiff 011A,lsoa,721,22,1,1,20,0,0,721,699,203,354,142,3.1,0.0,0.0,96.9,28.2,49.1,19.7,324244.8131614613,181793.53931799452
W01001850,Cardiff 012C,lsoa,790,37,16,6,15,0,0,790,753,247,485,21,4.7,0.0,0.0,95.3,31.3,61.4,2.7,316035.1582275457,181230.596810674
W01001853,Cardiff 004C,lsoa,749,159,2,0,157,0,0,749,590,57,525,8,21.2,0.0,0.0,78.8,7.6,70.1,1.1,316279.8461891827,181969.2150797473
W01001777,Cardiff 001A,lsoa,610,66,2,9,55,0,2,608,542,445,88,9,10.8,0.0,0.3,88.9,73.0,14.4,1.5,319337.92751694005,183640.3645755297
W01001791,Cardiff 005A,lsoa,734,226,10,22,194,0,0,734,508,126,275,107,30.8,0.0,0.0,69.2,17.2,37.5,14.6,318102.51964988816,181632.0540125292
W01001800,Cardiff 005D,lsoa,665,223,0,5,218,0,0,665,442,27,245,170,33.5,0.0,0.0,66.5,4.1,36.8,25.6,317162.57298363885,181986.40628148016
W01001807,Cardiff 007B,lsoa,591,67,2,2,63,0,0,591,524,27,198,299,11.3,0.0,0.0,88.7,4.6,33.5,50.6,322342.940489826,181575.02323656206
W01001817,Cardiff 009C,lsoa,553,83,0,5,78,0,0,553,470,7,278,185,15.0,0.0,0.0,85.0,1.3,50.3,33.5,320423.52828593267,181673.08619875583
W01001818,Cardiff 009D,lsoa,625,131,0,0,131,0,0,625,494,72,116,306,21.0,0.0,0.0,79.0,11.5,18.6,49.0,320043.4613611992,181145.3391710907
W01001866,Cardiff 016A,lsoa,606,137,2,3,132,0,0,606,469,58,362,49,22.6,0.0,0.0,77.4,9.6,59.7,8.1,322470.2455168427,180312.5949478231
W01001942,Cardiff 049B,lsoa,647,358,13,16,329,0,5,642,284,11,54,219,55.3,0.0,0.8,43.9,1.7,8.3,33.8,318680.23802730435,174353.2877318564
W01001699,Cardiff 049A,lsoa,1000,722,4,4,714,0,0,1000,278,40,84,154,72.2,0.0,0.0,27.8,4.0,8.4,15.4,318821.4680035169,175198.95932243238
W01001943,Cardiff 048B,lsoa,635,579,4,10,565,0,2,633,54,4,6,44,91.2,0.0,0.3,8.5,0.6,0.9,6.9,319367.61875445826,174252.94632396128
W01001695,Cardiff 036B,lsoa,845,620,6,90,524,1,8,837,216,7,45,164,73.4,0.1,0.9,25.6,0.8,5.3,19.4,319088.4934366188,176469.0504381284
W01001725,Cardiff 032D,lsoa,589,190,11,123,56,0,28,561,371,11,45,315,32.3,0.0,4.8,63.0,1.9,7.6,53.5,318393.52747568086,177462.91366299207
W01001696,Cardiff 036C,lsoa,683,212,2,80,130,0,5,678,466,27,52,387,31.0,0.0,0.7,68.2,4.0,7.6,56.7,319599.03227099474,176662.81589639283
W01001873,Cardiff 038C,lsoa,778,269,6,92,171,2,7,771,500,30,30,440,34.6,0.3,0.9,64.3,3.9,3.9,56.6,320240.0456751109,176302.31563340029
W01001940,Cardiff 048A,lsoa,728,706,0,3,703,1,0,728,21,2,6,13,97.0,0.1,0.0,2.9,0.3,0.8,1.8,320840.1159405423,170171.2741243602
W01001724,Cardiff 032C,lsoa,549,127,15,65,47,0,0,549,422,9,14,399,23.1,0.0,0.0,76.9,1.6,2.6,72.7,318454.44448994705,177698.31900120882
W01001834,Cardiff 033E,lsoa,691,134,20,52,62,0,0,691,557,21,30,506,19.4,0.0,0.0,80.6,3.0,4.3,73.2,319165.5683926723,177402.9527176996
W01001837,Cardiff 030C,lsoa,510,181,7,57,117,0,3,507,326,13,26,287,35.5,0.0,0.6,63.9,2.5,5.1,56.3,318613.9925419682,178056.5496738754
W01001838,Cardiff 030D,lsoa,640,139,1,109,29,0,23,617,478,15,37,426,21.7,0.0,3.6,74.7,2.3,5.8,66.6,318907.83098576986,178138.9926440862
W01001824,Cardiff 029C,lsoa,693,354,0,250,104,0,30,663,309,29,49,231,51.1,0.0,4.3,44.6,4.2,7.1,33.3,319543.0630475395,178067.64444148415
W01001836,Cardiff 030B,lsoa,580,256,0,213,43,0,48,532,276,5,21,250,44.1,0.0,8.3,47.6,0.9,3.6,43.1,318867.4661743203,178516.37575919623
W01001827,Cardiff 024C,lsoa,619,81,4,7,70,0,0,619,538,232,280,26,13.1,0.0,0.0,86.9,37.5,45.2,4.2,318975.825547368,178945.80566067444
W01001826,Cardiff 024B,lsoa,561,81,7,8,66,0,0,561,480,170,295,15,14.4,0.0,0.0,85.6,30.3,52.6,2.7,319785.431861158,179167.4779013404
W01001735,Cardiff 019D,lsoa,608,109,0,17,92,0,0,608,499,169,204,126,17.9,0.0,0.0,82.1,27.8,33.6,20.7,318905.6899211286,179482.71487842116
W01001734,Cardiff 019C,lsoa,592,39,0,6,33,0,0,592,553,140,403,10,6.6,0.0,0.0,93.4,23.6,68.1,1.7,318543.08697962447,179947.09941995243
W01001730,Cardiff 008A,lsoa,647,111,0,6,105,0,0,647,536,461,66,9,17.2,0.0,0.0,82.8,71.3,10.2,1.4,319460.37286219024,181247.3520239153
W01001821,Cardiff 024A,lsoa,548,265,2,51,212,0,0,548,283,145,51,87,48.4,0.0,0.0,51.6,26.5,9.3,15.9,319420.27402219706,178790.87696379024
W01001822,Cardiff 029A,lsoa,739,114,6,35,73,0,0,739,625,68,283,274,15.4,0.0,0.0,84.6,9.2,38.3,37.1,320244.45958699763,178597.5615082683
W01001830,Cardiff 033B,lsoa,883,704,10,525,169,0,31,852,148,4,23,121,79.7,0.0,3.5,16.8,0.5,2.6,13.7,319430.4999655485,177677.16418478233
W01001831,Cardiff 030A,lsoa,620,132,38,70,24,0,0,620,488,9,18,461,21.3,0.0,0.0,78.7,1.5,2.9,74.4,319096.2981668002,177854.14989938098
W01001833,Cardiff 033D,lsoa,716,294,2,157,135,1,67,649,354,12,130,212,41.1,0.1,9.4,49.4,1.7,18.2,29.6,319601.6653796944,177465.28581049727
W01001839,Cardiff 030E,lsoa,613,101,7,68,26,0,0,613,512,10,33,469,16.5,0.0,0.0,83.5,1.6,5.4,76.5,318790.03551185026,177964.00895640886
W01001950,Cardiff 049D,lsoa,609,525,2,4,519,0,0,609,84,4,11,69,86.2,0.0,0.0,13.8,0.7,1.8,11.3,318674.791467382,174667.09503117754
W01001947,Cardiff 048E,lsoa,873,783,0,5,778,0,0,873,90,3,26,61,89.7,0.0,0.0,10.3,0.3,3.0,7.0,317400.404438332,173925.86397937877
W01001759,Cardiff 046A,lsoa,674,71,1,6,64,1,0,674,602,91,164,347,10.5,0.1,0.0,89.3,13.5,24.3,51.5,316891.40014007414,175003.18110787324
W01001713,Cardiff 040E,lsoa,745,169,2,74,93,0,4,741,572,16,41,515,22.7,0.0,0.5,76.8,2.1,5.5,69.1,316483.12672888965,176324.2291716176
W01001859,Cardiff 034B,lsoa,722,311,4,175,132,0,12,710,399,4,43,352,43.1,0.0,1.7,55.3,0.6,6.0,48.8,316547.742259611,177109.56821300284
W01001860,Cardiff 034C,lsoa,799,195,23,106,66,0,4,795,600,6,44,550,24.4,0.0,0.5,75.1,0.8,5.5,68.8,316790.3185768131,176928.03382810196
W01001861,Cardiff 034D,lsoa,757,392,27,195,170,0,4,753,361,8,28,325,51.8,0.0,0.5,47.7,1.1,3.7,42.9,317129.72179127263,176884.26572416365
W01001756,Cardiff 025B,lsoa,667,168,8,9,151,0,0,667,499,10,395,94,25.2,0.0,0.0,74.8,1.5,59.2,14.1,316766.79696796706,178571.78873361496
W01001775,Cardiff 021B,lsoa,693,119,14,21,84,0,0,693,574,34,172,368,17.2,0.0,0.0,82.8,4.9,24.8,53.1,316660.04879032506,179913.64342130127
W01001090,The Vale of Glamorgan 006E,lsoa,615,11,2,4,5,1,0,615,603,164,276,163,1.8,0.2,0.0,98.0,26.7,44.9,26.5,314678.5557522886,173662.45416294332
W01001136,The Vale of Glamorgan 003D,lsoa,497,10,0,2,8,38,0,497,449,301,104,44,2.0,7.6,0.0,90.3,60.6,20.9,8.9,312275.9931946142,173573.85666905003
W01001702,Cardiff 045A,lsoa,745,66,0,5,61,0,0,745,679,168,347,164,8.9,0.0,0.0,91.1,22.6,46.6,22.0,312454.8874025063,175197.98362188056
W01001703,Cardiff 045B,lsoa,503,115,1,2,112,0,0,503,388,16,298,74,22.9,0.0,0.0,77.1,3.2,59.2,14.7,313619.91002401186,175448.7016810575
W01001704,Cardiff 041A,lsoa,631,186,1,2,183,0,0,631,445,13,265,167,29.5,0.0,0.0,70.5,2.1,42.0,26.5,314203.69566166366,175736.16600198878
W01001705,Cardiff 045C,lsoa,718,75,3,0,72,0,0,718,643,79,403,161,10.4,0.0,0.0,89.6,11.0,56.1,22.4,313192.29993507476,175061.4495257406
W01001707,Cardiff 041C,lsoa,803,109,12,4,93,0,0,803,694,118,376,200,13.6,0.0,0.0,86.4,14.7,46.8,24.9,314400.34758990904,176099.60095792744
W01001708,Cardiff 045D,lsoa,737,340,3,2,335,0,0,737,397,20,207,170,46.1,0.0,0.0,53.9,2.7,28.1,23.1,313265.80187259975,175666.27974167408
W01001729,Cardiff 014C,lsoa,808,17,1,1,15,0,0,808,791,544,133,114,2.1,0.0,0.0,97.9,67.3,16.5,14.1,311261.2108390088,178244.96636687982
W01001737,Cardiff 039A,lsoa,653,118,3,3,112,0,0,653,535,20,344,171,18.1,0.0,0.0,81.9,3.1,52.7,26.2,313566.26062761375,176743.79068926044
W01001738,Cardiff 039B,lsoa,525,8,0,2,6,0,0,525,517,21,347,149,1.5,0.0,0.0,98.5,4.0,66.1,28.4,312772.83513914765,176504.02219772377
W01001739,Cardiff 039C,lsoa,523,55,1,1,53,0,0,523,468,16,343,109,10.5,0.0,0.0,89.5,3.1,65.6,20.8,313369.2338952302,176608.50256715194
W01001740,Cardiff 039D,lsoa,682,132,1,4,127,1,0,682,549,25,360,164,19.4,0.1,0.0,80.5,3.7,52.8,24.0,313471.930983525,176228.22101168704
W01001741,Cardiff 039E,lsoa,613,31,1,4,26,0,0,613,582,35,360,187,5.1,0.0,0.0,94.9,5.7,58.7,30.5,312917.04152730864,176271.20253904903
W01001742,Cardiff 043A,lsoa,640,107,3,12,92,0,0,640,533,33,320,180,16.7,0.0,0.0,83.3,5.2,50.0,28.1,312940.40706147917,175889.1365594347
W01001743,Cardiff 043B,lsoa,605,43,5,5,33,0,0,605,562,185,264,113,7.1,0.0,0.0,92.9,30.6,43.6,18.7,311709.0505502423,175840.0319245293
W01001744,Cardiff 043C,lsoa,740,202,0,9,193,0,0,740,538,17,298,223,27.3,0.0,0.0,72.7,2.3,40.3,30.1,312381.69325076987,175578.25205297623
W01001749,Cardiff 027C,lsoa,699,155,2,3,150,0,0,699,544,64,312,168,22.2,0.0,0.0,77.8,9.2,44.6,24.0,313122.5527051976,178352.51345160653
W01001750,Cardiff 031A,lsoa,841,352,2,8,342,0,0,841,489,48,221,220,41.9,0.0,0.0,58.1,5.7,26.3,26.2,314000.4118670318,177862.20617758943
W01001751,Cardiff 027D,lsoa,802,440,9,2,429,0,0,802,362,15,158,189,54.9,0.0,0.0,45.1,1.9,19.7,23.6,313216.22406872484,177845.20650267845
W01001752,Cardiff 031B,lsoa,673,34,3,5,26,0,0,673,639,29,503,107,5.1,0.0,0.0,94.9,4.3,74.7,15.9,313913.06671285816,177294.4945193673
W01001846,Cardiff 006C,lsoa,641,26,0,3,23,0,0,641,615,420,116,79,4.1,0.0,0.0,95.9,65.5,18.1,12.3,312307.815517958,181466.88713225466
W01001847,Cardiff 006D,lsoa,637,16,2,1,13,0,0,637,621,514,100,7,2.5,0.0,0.0,97.5,80.7,15.7,1.1,312383.6472321325,181414.63301234398
W01001954,Cardiff 006F,lsoa,637,147,3,14,130,0,0,637,490,287,164,39,23.1,0.0,0.0,76.9,45.1,25.7,6.1,312958.36679349584,180611.47056471003
W01001780,Cardiff 026B,lsoa,628,86,1,7,78,0,0,628,542,242,192,108,13.7,0.0,0.0,86.3,38.5,30.6,17.2,314565.79498923966,178738.0099611766
W01001745,Cardiff 043D,lsoa,556,15,1,1,13,0,0,556,541,135,267,139,2.7,0.0,0.0,97.3,24.3,48.0,25.0,311587.4465580335,175327.12050324917
W01001746,Cardiff 041D,lsoa,663,125,6,18,101,0,0,663,538,21,244,273,18.9,0.0,0.0,81.1,3.2,36.8,41.2,314086.314019939,176739.10356448984
W01001747,Cardiff 027A,lsoa,812,151,4,2,145,1,0,812,660,119,241,300,18.6,0.1,0.0,81.3,14.7,29.7,36.9,313764.52935698634,178595.5809171048
W01001748,Cardiff 027B,lsoa,650,114,7,3,104,0,0,650,536,14,344,178,17.5,0.0,0.0,82.5,2.2,52.9,27.4,313858.41718127043,178269.90619607174
W01001753,Cardiff 031C,lsoa,642,97,1,6,90,0,0,642,545,19,226,300,15.1,0.0,0.0,84.9,3.0,35.2,46.7,313193.1607484043,177408.89604200737
W01001784,Cardiff 026F,lsoa,585,74,1,3,70,0,0,585,511,151,295,65,12.6,0.0,0.0,87.4,25.8,50.4,11.1,314037.3970441571,178850.7015628324
W01001706,Cardiff 041B,lsoa,540,94,4,9,81,0,7,533,439,19,243,177,17.4,0.0,1.3,81.3,3.5,45.0,32.8,314850.34847368614,176332.1920359961
W01001754,Cardiff 031D,lsoa,829,226,1,8,217,0,0,829,603,28,407,168,27.3,0.0,0.0,72.7,3.4,49.1,20.3,314407.6316338188,177216.97814333433
W01001779,Cardiff 026A,lsoa,653,157,2,32,123,0,2,651,494,133,207,154,24.0,0.0,0.3,75.7,20.4,31.7,23.6,314963.95431220985,178005.79136730928
W01001894,Cardiff 010C,lsoa,651,59,1,9,49,0,0,651,592,95,375,122,9.1,0.0,0.0,90.9,14.6,57.6,18.7,314666.7007522099,181133.50120941637
W01001849,Cardiff 004A,lsoa,651,46,1,1,44,0,0,651,605,243,351,11,7.1,0.0,0.0,92.9,37.3,53.9,1.7,314932.42788160057,182096.143380204
W01001885,Cardiff 011D,lsoa,786,60,0,2,58,30,3,783,693,248,254,191,7.6,3.8,0.4,88.2,31.6,32.3,24.3,323688.228414576,179098.22847917143
W01001886,Cardiff 016D,lsoa,516,136,0,4,132,0,0,516,380,9,260,111,26.4,0.0,0.0,73.6,1.7,50.4,21.5,323092.72971230675,180027.3394755419
W01001912,Newport 020E,lsoa,648,9,5,0,4,122,0,648,517,264,111,142,1.4,18.8,0.0,79.8,40.7,17.1,21.9,327937.5044875044,181929.44324992562
W01001878,Cardiff 011B,lsoa,630,21,0,6,15,4,0,630,605,186,197,222,3.3,0.6,0.0,96.0,29.5,31.3,35.2,323767.4310386791,181589.54248731275
W01001419,Caerphilly 021D,lsoa,632,60,4,10,46,1,0,632,571,217,165,189,9.5,0.2,0.0,90.3,34.3,26.1,29.9,320260.5280645491,186256.34352958298
W01001778,Cardiff 001B,lsoa,700,24,3,2,19,1,2,698,673,629,33,11,3.4,0.1,0.3,96.1,89.9,4.7,1.6,317555.4785893678,183876.7824833268
W00010122,,oa,114,89,1,54,34,0,0,114,25,4,3,18,78.1,0.0,0.0,21.9,3.5,2.6,15.8,319804.47750000004,177341.7465
W00010202,,oa,134,130,0,3,127,0,0,134,4,0,1,3,97.0,0.0,0.0,3.0,0.0,0.7,2.2,318592.762,174829.783
W00009432,,oa,133,103,1,87,15,0,0,133,30,2,4,24,77.4,0.0,0.0,22.6,1.5,3.0,18.0,319558.603,177512.225
W00009131,,oa,131,48,2,21,25,0,2,129,81,3,6,72,36.6,0.0,1.5,61.8,2.3,4.6,55.0,317900.23199999996,175504.0745
W00008803,,oa,159,118,11,3,104,0,5,154,36,3,22,11,74.2,0.0,3.1,22.6,1.9,13.8,6.9,319005.5,174629.9585
W00010124,,oa,115,96,0,0,96,0,0,115,19,4,1,14,83.5,0.0,0.0,16.5,3.5,0.9,12.2,318719.2415,174442.31949999998
W00009091,,oa,124,36,1,10,25,0,0,124,88,4,5,79,29.0,0.0,0.0,71.0,3.2,4.0,63.7,317928.00049999997,174498.6485
W00010141,,oa,137,133,0,1,132,0,0,137,4,0,1,3,97.1,0.0,0.0,2.9,0.0,0.7,2.2,317927.8985,176329.9285
W00010148,,oa,89,50,0,0,50,0,0,89,39,2,11,26,56.2,0.0,0.0,43.8,2.2,12.4,29.2,317940.222,173810.124
W00010171,,oa,130,129,0,1,128,0,0,130,1,0,0,1,99.2,0.0,0.0,0.8,0.0,0.0,0.8,319332.493,175172.8205
W00010203,,oa,91,47,2,0,45,0,0,91,44,1,6,37,51.6,0.0,0.0,48.4,1.1,6.6,40.7,318670.75450000004,174483.2755
W00008816,,oa,183,173,0,0,173,0,0,183,10,1,1,8,94.5,0.0,0.0,5.5,0.5,0.5,4.4,318819,175208.6885
W00010125,,oa,77,12,0,9,3,0,1,76,64,0,4,60,15.6,0.0,1.3,83.1,0.0,5.2,77.9,318273.75049999997,177417.102
W00009428,,oa,123,21,0,14,7,0,0,123,102,5,7,90,17.1,0.0,0.0,82.9,4.1,5.7,73.2,318965.849,177579.5765
W00010205,,oa,97,3,0,1,2,0,0,97,94,1,12,81,3.1,0.0,0.0,96.9,1.0,12.4,83.5,317670.822,177948.62300000002
W00009074,,oa,121,16,1,11,4,0,0,121,105,2,0,103,13.2,0.0,0.0,86.8,1.7,0.0,85.1,317816.10199999996,178665.842
W00010193,,oa,132,129,0,4,125,0,0,132,3,0,0,3,97.7,0.0,0.0,2.3,0.0,0.0,2.3,318566.6385,174997.1745
W00010118,,oa,96,58,0,31,27,0,0,96,38,2,4,32,60.4,0.0,0.0,39.6,2.1,4.2,33.3,317814.2395,177644.718
W00010191,,oa,108,97,0,0,97,0,0,108,11,0,3,8,89.8,0.0,0.0,10.2,0.0,2.8,7.4,318830.53500000003,175781.2605
W00010119,,oa,76,50,1,25,24,0,0,76,26,3,9,14,65.8,0.0,0.0,34.2,3.9,11.8,18.4,317705.922,177685.229
W00010166,,oa,122,35,1,0,34,0,0,122,87,38,33,16,28.7,0.0,0.0,71.3,31.1,27.0,13.1,321230.971,181694.44449999998
W00010167,,oa,105,104,1,0,103,0,0,105,1,1,0,0,99.0,0.0,0.0,1.0,1.0,0.0,0.0,318160.7525,173516.7825
W00009335,,oa,138,5,0,0,5,0,0,138,133,2,82,49,3.6,0.0,0.0,96.4,1.4,59.4,35.5,320563.3275,181429.106
W00010132,,oa,68,47,14,16,17,0,0,68,21,3,1,17,69.1,0.0,0.0,30.9,4.4,1.5,25.0,318597.135,177228.1545
W00008906,,oa,141,34,6,6,22,0,0,141,107,2,5,100,24.1,0.0,0.0,75.9,1.4,3.5,70.9,318064.98199999996,177821.062
W00008904,,oa,152,55,14,21,20,0,0,152,97,2,4,91,36.2,0.0,0.0,63.8,1.3,2.6,59.9,318475.0195,177776.6775
W00008909,,oa,121,41,0,23,18,0,0,121,80,2,4,74,33.9,0.0,0.0,66.1,1.7,3.3,61.2,318365.11100000003,177683.31949999998
W00008902,,oa,177,38,3,22,13,0,0,177,139,10,20,109,21.5,0.0,0.0,78.5,5.6,11.3,61.6,318193.2655,178749.8655
W00008901,,oa,134,16,2,4,10,0,0,134,118,5,12,101,11.9,0.0,0.0,88.1,3.7,9.0,75.4,318480.9865,177494.16749999998
W00009435,,oa,140,124,1,89,34,0,2,138,14,0,6,8,88.6,0.0,1.4,10.0,0.0,4.3,5.7,319448.8155,177551.03499999997
W00008916,,oa,131,27,8,7,12,0,0,131,104,5,5,94,20.6,0.0,0.0,79.4,3.8,3.8,71.8,318634.5075,177327.198
W00008912,,oa,145,34,1,19,14,0,2,143,109,21,14,74,23.4,0.0,1.4,75.2,14.5,9.7,51.0,317865.8995,177567.52649999998
W00008911,,oa,127,78,1,18,59,0,0,127,49,3,2,44,61.4,0.0,0.0,38.6,2.4,1.6,34.6,318138.7685,177597.517
W00008918,,oa,123,16,0,16,0,0,0,123,107,1,6,100,13.0,0.0,0.0,87.0,0.8,4.9,81.3,318076.5,178462.426
