area_code,area_name,census_geography,all_accommodation,flat_all,flat_commercial,flat_converted,flat_purpose,mobile_home,shared_all,unshared_all,unshared_house,unshared_house_detached,unshared_house_semi,unshared_house_terrace,flat_all_perc,mobile_home_perc,shared_all_perc,unshared_house_perc,whole_detached_perc,whole_semi_perc,whole_terrace_perc,centroid_x,centroid_y
W00008920,,oa,128,19,0,13,6,0,0,128,109,2,3,104,14.8,0.0,0.0,85.2,1.6,2.3,81.3,318358.5255,178451.44150000002
W00008872,,oa,122,3,0,2,1,0,0,122,119,1,28,90,2.5,0.0,0.0,97.5,0.8,23.0,73.8,315850.55850000004,176500.4605
W00008873,,oa,140,22,3,10,9,0,2,138,116,2,15,99,15.7,0.0,1.4,82.9,1.4,10.7,70.7,316089.4375,176552.0565
W00008871,,oa,161,41,6,19,16,0,0,161,120,4,12,104,25.5,0.0,0.0,74.5,2.5,7.5,64.6,316400.5125,176609.0655
W00008879,,oa,135,8,0,7,1,0,0,135,127,3,7,117,5.9,0.0,0.0,94.1,2.2,5.2,86.7,316429.90650000004,176321.6995
W00009080,,oa,158,49,8,17,24,0,0,158,109,1,9,99,31.0,0.0,0.0,69.0,0.6,5.7,62.7,317767.475,178583.4045
W00009088,,oa,147,54,25,17,12,0,0,147,93,6,5,82,36.7,0.0,0.0,63.3,4.1,3.4,55.8,317485.1455,178602.501
W00009586,,oa,143,89,1,40,48,0,0,143,54,0,11,43,62.2,0.0,0.0,37.8,0.0,7.7,30.1,316568.8515,176972.49349999998
W00009585,,oa,115,27,3,22,2,0,0,115,88,0,3,85,23.5,0.0,0.0,76.5,0.0,2.6,73.9,316852.163,176979.1115
W00009581,,oa,145,53,0,39,14,0,5,140,87,1,7,79,36.6,0.0,3.4,60.0,0.7,4.8,54.5,316446.642,177266.3395
W00009580,,oa,190,136,4,107,25,0,14,176,40,2,19,19,71.6,0.0,7.4,21.1,1.1,10.0,10.0,317086.372,177393.84649999999
W00009458,,oa,116,15,0,12,3,0,0,116,101,4,6,91,12.9,0.0,0.0,87.1,3.4,5.2,78.4,318820.66500000004,178222.5185
W00009765,,oa,110,2,0,2,0,0,0,110,108,11,30,67,1.8,0.0,0.0,98.2,10.0,27.3,60.9,315793.57550000004,179890.47749999998
W00009764,,oa,124,5,0,2,3,0,0,124,119,72,45,2,4.0,0.0,0.0,96.0,58.1,36.3,1.6,316303.421,179918.5745
W00009094,,oa,129,24,0,0,24,0,0,129,105,6,31,68,18.6,0.0,0.0,81.4,4.7,24.0,52.7,316986.519,175189.1175
W00010223,,oa,82,32,0,19,13,0,0,82,50,4,4,42,39.0,0.0,0.0,61.0,4.9,4.9,51.2,317449.047,177961.2035
W00009277,,oa,128,0,0,0,0,0,0,128,128,47,79,2,0.0,0.0,0.0,100.0,36.7,61.7,1.6,316568.54949999996,182710.304
W00009597,,oa,192,129,22,35,72,0,0,192,63,4,7,52,67.2,0.0,0.0,32.8,2.1,3.6,27.1,316863.47,176574.76799999998
W00009594,,oa,149,23,2,14,7,0,2,147,124,2,9,113,15.4,0.0,1.3,83.2,1.3,6.0,75.8,316697.6065,176788.7305
W00009591,,oa,139,15,1,12,2,0,2,137,122,2,9,111,10.8,0.0,1.4,87.8,1.4,6.5,79.9,316870.93200000003,176741.6995
W00009598,,oa,122,22,0,0,22,0,0,122,100,9,17,74,18.0,0.0,0.0,82.0,7.4,13.9,60.7,316897.5,176393.4155
W00009324,,oa,131,4,1,0,3,0,0,131,127,6,59,62,3.1,0.0,0.0,96.9,4.6,45.0,47.3,321677.13,181190.2465
W00008603,,oa,161,23,2,1,20,0,0,161,138,102,23,13,14.3,0.0,0.0,85.7,63.4,14.3,8.1,325221.40599999996,183023.34350000002
W00009687,,oa,106,1,0,1,0,1,0,106,104,49,45,10,0.9,0.9,0.0,98.1,46.2,42.5,9.4,323610.58200000005,181405.46149999998
W00009325,,oa,124,1,0,1,0,0,0,124,123,7,55,61,0.8,0.0,0.0,99.2,5.6,44.4,49.2,322378.88,181399.2605
W00010151,,oa,133,35,0,0,35,0,0,133,98,20,25,53,26.3,0.0,0.0,73.7,15.0,18.8,39.8,316946.9745,181329.921
W00009360,,oa,118,3,0,0,3,0,0,118,115,1,17,97,2.5,0.0,0.0,97.5,0.8,14.4,82.2,319861.67949999997,179991.6925
W00009720,,oa,127,15,0,2,13,0,0,127,112,27,70,15,11.8,0.0,0.0,88.2,21.3,55.1,11.8,313500.099,182235.6595
W00009234,,oa,108,11,0,2,9,0,0,108,97,1,77,19,10.2,0.0,0.0,89.8,0.9,71.3,17.6,315070.2685,179092.89
W00010152,,oa,129,40,0,1,39,0,0,129,89,30,25,34,31.0,0.0,0.0,69.0,23.3,19.4,26.4,313766.042,179989.17599999998
W00009247,,oa,147,12,0,1,11,0,0,147,135,28,55,52,8.2,0.0,0.0,91.8,19.0,37.4,35.4,317373.105,182667.766
W00010135,,oa,130,4,1,0,3,0,0,130,126,34,25,67,3.1,0.0,0.0,96.9,26.2,19.2,51.5,316843.126,180590.7365
W00009140,,oa,146,6,2,0,4,0,0,146,140,12,126,2,4.1,0.0,0.0,95.9,8.2,86.3,1.4,316965.17350000003,180033.23200000002
W00009141,,oa,181,37,0,8,29,0,0,181,144,5,27,112,20.4,0.0,0.0,79.6,2.8,14.9,61.9,316721.6925,180194.2625
W00009148,,oa,78,52,0,2,50,0,0,78,26,6,19,1,66.7,0.0,0.0,33.3,7.7,24.4,1.3,318158.9975,179859.50400000002
W00009245,,oa,183,21,0,1,20,1,0,183,161,129,27,5,11.5,0.5,0.0,88.0,70.5,14.8,2.7,316623.083,183146.314
W00009249,,oa,140,37,0,1,36,0,0,140,103,87,10,6,26.4,0.0,0.0,73.6,62.1,7.1,4.3,318284.22,182297.78350000002
W00009745,,oa,115,14,1,5,8,0,0,115,101,15,66,20,12.2,0.0,0.0,87.8,13.0,57.4,17.4,314689.3875,180910.05949999997
W00009747,,oa,123,76,0,0,76,0,0,123,47,4,43,0,61.8,0.0,0.0,38.2,3.3,35.0,0.0,315001.72349999996,180675.491
W00009749,,oa,134,2,1,0,1,0,0,134,132,5,122,5,1.5,0.0,0.0,98.5,3.7,91.0,3.7,315232.406,180554.89549999998
W00009156,,oa,111,2,0,0,2,0,0,111,109,29,78,2,1.8,0.0,0.0,98.2,26.1,70.3,1.8,317522.7725,180776.34850000002
W00009153,,oa,121,2,0,2,0,0,0,121,119,4,54,61,1.7,0.0,0.0,98.3,3.3,44.6,50.4,316949.954,179484.2035
W00009252,,oa,178,57,1,6,50,0,0,178,121,23,74,24,32.0,0.0,0.0,68.0,12.9,41.6,13.5,317917.50450000004,181871.7645
W00009258,,oa,138,9,0,0,9,0,0,138,129,3,88,38,6.5,0.0,0.0,93.5,2.2,63.8,27.5,317895.365,181367.98700000002
W00009259,,oa,121,40,3,3,34,0,0,121,81,3,61,17,33.1,0.0,0.0,66.9,2.5,50.4,14.0,318022.177,181201.4005
W00009486,,oa,142,0,0,0,0,0,0,142,142,111,10,21,0.0,0.0,0.0,100.0,78.2,7.0,14.8,320170.9175,182088.239
W00009758,,oa,119,5,0,3,2,0,0,119,114,25,83,6,4.2,0.0,0.0,95.8,21.0,69.7,5.0,314988.74950000003,180158.7175
W00009364,,oa,133,1,0,0,1,0,0,133,132,2,26,104,0.8,0.0,0.0,99.2,1.5,19.5,78.2,319835.9805,179659.4525
W00009229,,oa,141,5,1,3,1,0,0,141,136,0,16,120,3.5,0.0,0.0,96.5,0.0,11.3,85.1,314727.8715,179335
W00006525,,oa,126,1,0,0,1,0,0,126,125,26,52,47,0.8,0.0,0.0,99.2,20.6,41.3,37.3,312525.5455,184063.022
W00009412,,oa,128,10,7,0,3,0,0,128,118,16,93,9,7.8,0.0,0.0,92.2,12.5,72.7,7.0,320035.1225,179246.26049999997
W00009726,,oa,128,34,0,3,31,0,0,128,94,13,66,15,26.6,0.0,0.0,73.4,10.2,51.6,11.7,315241.59699999995,179814.728
W00009727,,oa,112,1,0,0,1,0,0,112,111,25,84,2,0.9,0.0,0.0,99.1,22.3,75.0,1.8,316183.1165,179521.9135
W00009728,,oa,124,14,1,7,6,0,0,124,110,3,78,29,11.3,0.0,0.0,88.7,2.4,62.9,23.4,315654.00749999995,179541.638
W00009729,,oa,126,1,0,1,0,0,0,126,125,19,102,4,0.8,0.0,0.0,99.2,15.1,81.0,3.2,316386.773,179389.146
W00008967,,oa,97,58,1,1,56,0,0,97,39,3,15,21,59.8,0.0,0.0,40.2,3.1,15.5,21.6,318895.922,180163.869
W00008964,,oa,136,44,8,3,33,0,0,136,92,7,69,16,32.4,0.0,0.0,67.6,5.1,50.7,11.8,318878.2105,180280.07549999998
W00008963,,oa,135,28,0,2,26,0,0,135,107,84,21,2,20.7,0.0,0.0,79.3,62.2,15.6,1.5,319243.179,180381.557
W00009230,,oa,141,3,0,0,3,0,0,141,138,2,101,35,2.1,0.0,0.0,97.9,1.4,71.6,24.8,315167.5885,179216
W00009540,,oa,117,5,4,1,0,0,0,117,112,52,53,7,4.3,0.0,0.0,95.7,44.4,45.3,6.0,316398.1855,181366.15000000002
W00009549,,oa,126,1,0,0,1,0,0,126,125,3,81,41,0.8,0.0,0.0,99.2,2.4,64.3,32.5,316501.7635,180832.407
W00009736,,oa,137,2,0,1,1,0,0,137,135,74,40,21,1.5,0.0,0.0,98.5,54.0,29.2,15.3,316532.788,179317.48599999998
W00009731,,oa,123,17,0,10,7,0,0,123,106,1,6,99,13.8,0.0,0.0,86.2,0.8,4.9,80.5,316469.577,179574.8695
W00009735,,oa,120,3,0,3,0,0,0,120,117,7,87,23,2.5,0.0,0.0,97.5,5.8,72.5,19.2,316705.81200000003,179403.213
W00008971,,oa,124,1,0,1,0,0,0,124,123,19,102,2,0.8,0.0,0.0,99.2,15.3,82.3,1.6,318265.7035,180053.50400000002
W00009184,,oa,126,0,0,0,0,0,0,126,126,123,1,2,0.0,0.0,0.0,100.0,97.6,0.8,1.6,318696.678,183279.8095
W00009182,,oa,127,2,0,1,1,0,0,127,125,118,5,2,1.6,0.0,0.0,98.4,92.9,3.9,1.6,318349.901,183266.91499999998
W00009189,,oa,129,1,0,0,1,0,0,129,128,36,81,11,0.8,0.0,0.0,99.2,27.9,62.8,8.5,314041.622,179371.276
W00009188,,oa,128,3,0,1,2,0,0,128,125,44,43,38,2.3,0.0,0.0,97.7,34.4,33.6,29.7,313895.911,179460.4895
W00009282,,oa,115,0,0,0,0,0,0,115,115,7,50,58,0.0,0.0,0.0,100.0,6.1,43.5,50.4,316873.229,182453.1015
W00009281,,oa,129,3,2,0,1,0,0,129,126,7,67,52,2.3,0.0,0.0,97.7,5.4,51.9,40.3,317384.97,182363.089
W00009556,,oa,125,0,0,0,0,0,0,125,125,95,28,2,0.0,0.0,0.0,100.0,76.0,22.4,1.6,315270.46900000004,182082.6615
W00009553,,oa,135,2,0,0,2,0,0,135,133,3,112,18,1.5,0.0,0.0,98.5,2.2,83.0,13.3,315817.1505,182166.478
W00009376,,oa,189,43,0,2,41,0,0,189,146,54,80,12,22.8,0.0,0.0,77.2,28.6,42.3,6.3,311961.08999999997,182732.5385
W00009526,,oa,146,7,0,0,7,0,0,146,139,53,86,0,4.8,0.0,0.0,95.2,36.3,58.9,0.0,315239.184,181495.3195
W00009522,,oa,129,15,1,0,14,0,0,129,114,13,100,1,11.6,0.0,0.0,88.4,10.1,77.5,0.8,316120.917,182032.7445
W00006515,,oa,218,41,3,2,36,1,0,218,176,16,43,117,18.8,0.5,0.0,80.7,7.3,19.7,53.7,312257.7275,183568.5045
W00009528,,oa,129,30,1,0,29,0,0,129,99,5,92,2,23.3,0.0,0.0,76.7,3.9,71.3,1.6,316078.2705,181867.401
W00009716,,oa,131,4,2,2,0,0,0,131,127,49,36,42,3.1,0.0,0.0,96.9,37.4,27.5,32.1,313824.07849999995,183346.7825
W00008954,,oa,150,58,1,3,54,1,0,150,91,25,63,3,38.7,0.7,0.0,60.7,16.7,42.0,2.0,318493.00399999996,180852.3335
W00008957,,oa,134,13,8,1,4,0,0,134,121,43,76,2,9.7,0.0,0.0,90.3,32.1,56.7,1.5,318313.93350000004,180851.9995
W00008952,,oa,125,2,0,2,0,0,0,125,123,117,3,3,1.6,0.0,0.0,98.4,93.6,2.4,2.4,319609.85750000004,181449.7855
W00008951,,oa,148,9,1,6,2,0,0,148,139,20,117,2,6.1,0.0,0.0,93.9,13.5,79.1,1.4,318278.428,181218.32400000002
W00009348,,oa,131,2,0,0,2,0,0,131,129,3,51,75,1.5,0.0,0.0,98.5,2.3,38.9,57.3,319642.802,180413.305
W00009534,,oa,131,90,0,1,89,0,0,131,41,23,17,1,68.7,0.0,0.0,31.3,17.6,13.0,0.8,316480.797,181665.759
W00009539,,oa,121,1,0,0,1,0,0,121,120,17,100,3,0.8,0.0,0.0,99.2,14.0,82.6,2.5,316417.9865,181462.64299999998
W00010150,,oa,126,0,0,0,0,0,0,126,126,91,35,0,0.0,0.0,0.0,100.0,72.2,27.8,0.0,312344.078,180167.0725
W00009166,,oa,128,2,0,0,2,0,0,128,126,27,96,3,1.6,0.0,0.0,98.4,21.1,75.0,2.3,316301.5285,180311.843
W00009169,,oa,145,18,0,0,18,0,0,145,127,20,106,1,12.4,0.0,0.0,87.6,13.8,73.1,0.7,317956.0435,180339.00300000003
W00009351,,oa,110,3,0,0,3,0,0,110,107,2,17,88,2.7,0.0,0.0,97.3,1.8,15.5,80.0,320481.368,180286.30550000002
W00009266,,oa,121,6,0,0,6,0,0,121,115,37,29,49,5.0,0.0,0.0,95.0,30.6,24.0,40.5,317582.579,183108.8995
W00009267,,oa,119,1,0,0,1,0,0,119,118,30,13,75,0.8,0.0,0.0,99.2,25.2,10.9,63.0,317238.717,183182.013
W00009264,,oa,121,0,0,0,0,0,0,121,121,93,9,19,0.0,0.0,0.0,100.0,76.9,7.4,15.7,317770.799,183197.225
W00009262,,oa,114,1,0,1,0,0,0,114,113,69,9,35,0.9,0.0,0.0,99.1,60.5,7.9,30.7,317551.4865,183487.72999999998
W00009268,,oa,122,2,0,0,2,0,0,122,120,9,19,92,1.6,0.0,0.0,98.4,7.4,15.6,75.4,317696.4445,183088.046
W00009269,,oa,117,1,1,0,0,0,0,117,116,4,26,86,0.9,0.0,0.0,99.1,3.4,22.2,73.5,317177.293,183018.087
W00009503,,oa,208,38,0,4,34,0,0,208,170,141,23,6,18.3,0.0,0.0,81.7,67.8,11.1,2.9,312794.70900000003,180568.415
W00009766,,oa,129,4,0,4,0,0,0,129,125,62,58,5,3.1,0.0,0.0,96.9,48.1,45.0,3.9,315957.908,179908.995
W00009763,,oa,133,23,0,0,23,0,0,133,110,63,39,8,17.3,0.0,0.0,82.7,47.4,29.3,6.0,314257.8345,179922.7555
W00009760,,oa,139,52,0,5,47,0,0,139,87,2,68,17,37.4,0.0,0.0,62.6,1.4,48.9,12.2,314495.838,180086.84350000002
W00009172,,oa,135,0,0,0,0,0,0,135,135,52,81,2,0.0,0.0,0.0,100.0,38.5,60.0,1.5,316164.68000000005,180146.90350000001
W00009178,,oa,118,45,0,4,41,0,2,116,71,64,5,2,38.1,0.0,1.7,60.2,54.2,4.2,1.7,318566.7825,182842.8225
W00009517,,oa,144,32,0,0,32,0,0,144,112,16,61,35,22.2,0.0,0.0,77.8,11.1,42.4,24.3,316140.69550000003,181558.0235
W00010228,,oa,123,3,0,0,3,0,0,123,120,110,8,2,2.4,0.0,0.0,97.6,89.4,6.5,1.6,310753.997,180208.74
W00010227,,oa,104,7,0,0,7,0,0,104,97,60,16,21,6.7,0.0,0.0,93.3,57.7,15.4,20.2,312502.319,181738.0565
W00009279,,oa,113,1,0,1,0,0,0,113,112,23,59,30,0.9,0.0,0.0,99.1,20.4,52.2,26.5,317119.473,182492.2905
W00009514,,oa,125,1,1,0,0,0,0,125,124,96,27,1,0.8,0.0,0.0,99.2,76.8,21.6,0.8,312713.3645,181700.4445
W00009515,,oa,124,19,0,3,16,0,0,124,105,22,48,35,15.3,0.0,0.0,84.7,17.7,38.7,28.2,312777.392,181670.682
W00009615,,oa,111,21,0,0,21,0,0,111,90,3,78,9,18.9,0.0,0.0,81.1,2.7,70.3,8.1,322359.8395,180217.0915
W00009699,,oa,100,32,0,0,32,0,0,100,68,4,15,49,32.0,0.0,0.0,68.0,4.0,15.0,49.0,323016.897,180951.8095
W00009713,,oa,153,23,0,0,23,1,0,153,129,6,53,70,15.0,0.7,0.0,84.3,3.9,34.6,45.8,323425.7575,180082.67
W00009306,,oa,103,29,0,1,28,0,0,103,74,3,38,33,28.2,0.0,0.0,71.8,2.9,36.9,32.0,322285.891,180507.972
W00009300,,oa,118,13,0,0,13,0,0,118,105,3,44,58,11.0,0.0,0.0,89.0,2.5,37.3,49.2,322194.135,180882.8885
W00009483,,oa,84,1,1,0,0,0,0,84,83,31,29,23,1.2,0.0,0.0,98.8,36.9,34.5,27.4,322838.848,181177.8985
W00009673,,oa,141,58,0,0,58,0,0,141,83,4,47,32,41.1,0.0,0.0,58.9,2.8,33.3,22.7,323078.33349999995,180294.71899999998
W00009670,,oa,157,20,1,2,17,0,0,157,137,6,87,44,12.7,0.0,0.0,87.3,3.8,55.4,28.0,323039.4045,180477.3785
W00010179,,oa,76,18,0,0,18,0,0,76,58,2,38,18,23.7,0.0,0.0,76.3,2.6,50.0,23.7,323512.703,180450.8615
W00009709,,oa,237,15,0,0,15,4,0,237,218,67,90,61,6.3,1.7,0.0,92.0,28.3,38.0,25.7,324223.70200000005,180497.00449999998
W00009295,,oa,157,6,1,0,5,0,0,157,151,9,67,75,3.8,0.0,0.0,96.2,5.7,42.7,47.8,322470.81200000003,181173.67700000003
W00009299,,oa,123,50,11,2,37,0,0,123,73,4,45,24,40.7,0.0,0.0,59.3,3.3,36.6,19.5,322464.89749999996,180790
W00009298,,oa,126,5,0,0,5,0,0,126,121,17,76,28,4.0,0.0,0.0,96.0,13.5,60.3,22.2,322643.856,180898.416
W00009621,,oa,129,33,0,0,33,0,0,129,96,5,68,23,25.6,0.0,0.0,74.4,3.9,52.7,17.8,322354.659,179775.63
W00010155,,oa,102,1,0,0,1,0,0,102,101,33,64,4,1.0,0.0,0.0,99.0,32.4,62.7,3.9,324001.772,180211.9855
W00009686,,oa,122,9,0,1,8,0,0,122,113,38,63,12,7.4,0.0,0.0,92.6,31.1,51.6,9.8,323222.488,181438.463
W00009685,,oa,170,8,0,0,8,0,0,170,162,63,63,36,4.7,0.0,0.0,95.3,37.1,37.1,21.2,324245.356,182027.1345
W00009600,,oa,141,36,1,1,34,0,0,141,105,30,70,5,25.5,0.0,0.0,74.5,21.3,49.6,3.5,322688.38399999996,180648.829
W00008839,,oa,105,90,0,0,90,0,0,105,15,1,4,10,85.7,0.0,0.0,14.3,1.0,3.8,9.5,313164.7665,175759.3515
W00009043,,oa,149,5,1,2,2,0,0,149,144,5,65,74,3.4,0.0,0.0,96.6,3.4,43.6,49.7,313226.00800000003,177637.48849999998
W00009040,,oa,128,42,5,0,37,0,0,128,86,3,34,49,32.8,0.0,0.0,67.2,2.3,26.6,38.3,313019.817,177957.9725
W00008945,,oa,115,1,0,0,1,0,0,115,114,76,27,11,0.9,0.0,0.0,99.1,66.1,23.5,9.6,312321.3915,176428.981
W00008943,,oa,156,0,0,0,0,0,0,156,156,110,23,23,0.0,0.0,0.0,100.0,70.5,14.7,14.7,311644.7705,176189.229
W00009026,,oa,110,17,5,0,12,0,0,110,93,14,67,12,15.5,0.0,0.0,84.5,12.7,60.9,10.9,311955.2395,175873.6065
W00009024,,oa,132,3,0,1,2,0,0,132,129,2,65,62,2.3,0.0,0.0,97.7,1.5,49.2,47.0,312237.1205,175729.184
W00009025,,oa,117,14,0,3,11,0,0,117,103,5,42,56,12.0,0.0,0.0,88.0,4.3,35.9,47.9,312687.583,175866.18050000002
W00009022,,oa,127,2,0,1,1,0,0,127,125,13,39,73,1.6,0.0,0.0,98.4,10.2,30.7,57.5,311688.73,175707.166
W00009023,,oa,120,40,0,3,37,0,0,120,80,1,57,22,33.3,0.0,0.0,66.7,0.8,47.5,18.3,312413.251,175858.1725
W00009021,,oa,139,3,0,0,3,0,0,139,136,10,91,35,2.2,0.0,0.0,97.8,7.2,65.5,25.2,312922.5075,175826.849
W00009028,,oa,108,57,0,5,52,0,0,108,51,4,23,24,52.8,0.0,0.0,47.2,3.7,21.3,22.2,312426.30799999996,175658.62449999998
W00006517,,oa,132,18,0,0,18,0,0,132,114,4,84,26,13.6,0.0,0.0,86.4,3.0,63.6,19.7,313177.5235,183513.3645
W00009033,,oa,124,2,0,0,2,0,0,124,122,3,46,73,1.6,0.0,0.0,98.4,2.4,37.1,58.9,312975.6225,177676.4865
W00009006,,oa,134,2,0,0,2,0,0,134,132,8,46,78,1.5,0.0,0.0,98.5,6.0,34.3,58.2,312670.353,176291.6575
W00009000,,oa,136,37,0,0,37,0,0,136,99,6,78,15,27.2,0.0,0.0,72.8,4.4,57.4,11.0,313720.244,176723.9125
W00009505,,oa,114,39,0,0,39,0,0,114,75,58,8,9,34.2,0.0,0.0,65.8,50.9,7.0,7.9,312806.782,180996.674
W00009508,,oa,131,0,0,0,0,0,0,131,131,97,29,5,0.0,0.0,0.0,100.0,74.0,22.1,3.8,312227.14,181067.6885
W00008846,,oa,127,93,0,0,93,0,0,127,34,3,15,16,73.2,0.0,0.0,26.8,2.4,11.8,12.6,313231.9045,175537.213
W00008845,,oa,124,31,0,0,31,0,0,124,93,5,76,12,25.0,0.0,0.0,75.0,4.0,61.3,9.7,313612.65,175504.6085
W00008848,,oa,123,34,0,2,32,0,0,123,89,6,71,12,27.6,0.0,0.0,72.4,4.9,57.7,9.8,313664.1985,175294.65850000002
W00008849,,oa,109,22,0,0,22,0,0,109,87,5,45,37,20.2,0.0,0.0,79.8,4.6,41.3,33.9,312634.8275,175286.12
W00009014,,oa,135,2,0,1,1,0,0,135,133,10,89,34,1.5,0.0,0.0,98.5,7.4,65.9,25.2,313132.5,176185.5685
W00009019,,oa,119,12,0,0,12,0,0,119,107,6,40,61,10.1,0.0,0.0,89.9,5.0,33.6,51.3,312411.12899999996,176031.765
W00009012,,oa,120,64,0,1,63,0,0,120,56,5,28,23,53.3,0.0,0.0,46.7,4.2,23.3,19.2,313790.43799999997,176392.779
W00010221,,oa,121,13,1,1,11,0,0,121,108,62,21,25,10.7,0.0,0.0,89.3,51.2,17.4,20.7,311776.88,177055
W00009510,,oa,129,10,0,0,10,0,0,129,119,111,4,4,7.8,0.0,0.0,92.2,86.0,3.1,3.1,312400.086,180711.3625
W00010146,,oa,129,53,0,1,52,0,0,129,76,9,21,46,41.1,0.0,0.0,58.9,7.0,16.3,35.7,320976.408,177933.314
W00010180,,oa,131,41,0,0,41,0,0,131,90,45,9,36,31.3,0.0,0.0,68.7,34.4,6.9,27.5,321306.0425,178000.0015
W00010175,,oa,119,80,0,1,79,0,0,119,39,7,12,20,67.2,0.0,0.0,32.8,5.9,10.1,16.8,321124.9805,181457.12800000003
W00008599,,oa,134,0,0,0,0,1,0,134,133,130,2,1,0.0,0.7,0.0,99.3,97.0,1.5,0.7,325381.52650000004,182011.4945
W00010225,,oa,105,5,0,0,5,0,0,105,100,17,40,43,4.8,0.0,0.0,95.2,16.2,38.1,41.0,321249.36750000005,181989.58250000002
W00009704,,oa,138,32,0,0,32,0,0,138,106,5,27,74,23.2,0.0,0.0,76.8,3.6,19.6,53.6,323229.453,180708.3775
W00009311,,oa,133,11,0,0,11,0,0,133,122,1,69,52,8.3,0.0,0.0,91.7,0.8,51.9,39.1,321776.4595,180155.6165
W00009390,,oa,143,23,1,20,2,0,0,143,120,2,74,44,16.1,0.0,0.0,83.9,1.4,51.7,30.8,319619.676,178551.74550000002
W00009433,,oa,227,124,1,45,78,1,58,169,44,2,27,15,54.6,0.4,25.6,19.4,0.9,11.9,6.6,319661.998,177328.1725
W00009619,,oa,127,1,0,1,0,0,0,127,126,3,99,24,0.8,0.0,0.0,99.2,2.4,78.0,18.9,322405.2485,179967.6825
W00009332,,oa,130,46,0,0,46,0,0,130,84,17,36,31,35.4,0.0,0.0,64.6,13.1,27.7,23.8,320354.9865,181339.938
W00009665,,oa,114,12,0,0,12,0,0,114,102,8,39,55,10.5,0.0,0.0,89.5,7.0,34.2,48.2,321308.9465,176885.682
W00010207,,oa,108,1,0,1,0,1,0,108,106,55,14,37,0.9,0.9,0.0,98.1,50.9,13.0,34.3,323722.476,180311.218
W00009985,,oa,139,119,7,40,72,0,0,139,20,1,1,18,85.6,0.0,0.0,14.4,0.7,0.7,12.9,319694.9435,177168.311
W00009338,,oa,123,4,0,0,4,0,0,123,119,3,23,93,3.3,0.0,0.0,96.7,2.4,18.7,75.6,320192.4305,181074.489
W00009337,,oa,186,14,1,0,13,0,0,186,172,21,42,109,7.5,0.0,0.0,92.5,11.3,22.6,58.6,320631.8245,181291.586
W00009334,,oa,132,37,0,0,37,0,0,132,95,8,36,51,28.0,0.0,0.0,72.0,6.1,27.3,38.6,321002.46900000004,181259.59600000002
W00009333,,oa,141,3,3,0,0,0,0,141,138,97,29,12,2.1,0.0,0.0,97.9,68.8,20.6,8.5,319941.8075,181394.5095
W00009616,,oa,118,5,1,2,2,0,0,118,113,3,91,19,4.2,0.0,0.0,95.8,2.5,77.1,16.1,322654.0855,180140.576
W00009617,,oa,107,39,0,0,39,0,0,107,68,4,62,2,36.4,0.0,0.0,63.6,3.7,57.9,1.9,322260.7725,180061.20049999998
W00009693,,oa,184,84,0,0,84,0,0,184,100,28,60,12,45.7,0.0,0.0,54.3,15.2,32.6,6.5,323516.83400000003,181026.214
W00009612,,oa,124,13,0,3,10,0,0,124,111,15,56,40,10.5,0.0,0.0,89.5,12.1,45.2,32.3,321841.534,178825.6635
W00009691,,oa,216,9,0,0,9,0,0,216,207,18,61,128,4.2,0.0,0.0,95.8,8.3,28.2,59.3,323854.302,181281.18349999998
W00009690,,oa,132,6,0,0,6,0,0,132,126,13,39,74,4.5,0.0,0.0,95.5,9.8,29.5,56.1,324134.96499999997,181288.852
W00009618,,oa,129,36,0,0,36,0,0,129,93,18,61,14,27.9,0.0,0.0,72.1,14.0,47.3,10.9,322690.2155,179924.448
W00009372,,oa,117,4,0,0,4,0,0,117,113,1,59,53,3.4,0.0,0.0,96.6,0.9,50.4,45.3,320542.97849999997,181604.679
W00009304,,oa,137,3,0,0,3,0,0,137,134,15,116,3,2.2,0.0,0.0,97.8,10.9,84.7,2.2,321209.69649999996,180141.32799999998
W00009404,,oa,125,59,0,37,22,0,6,119,60,1,20,39,47.2,0.0,4.8,48.0,0.8,16.0,31.2,319914.2375,177738.758
W00009484,,oa,118,89,0,5,84,0,0,118,29,2,3,24,75.4,0.0,0.0,24.6,1.7,2.5,20.3,322651.06799999997,181832.0615
W00009403,,oa,127,41,0,33,8,0,0,127,86,2,15,69,32.3,0.0,0.0,67.7,1.6,11.8,54.3,319635.7605,177816.5465
W00009481,,oa,147,4,0,1,3,0,0,147,143,80,51,12,2.7,0.0,0.0,97.3,54.4,34.7,8.2,323192.451,181704.4455
W00009401,,oa,129,12,0,12,0,0,6,123,111,3,14,94,9.3,0.0,4.7,86.0,2.3,10.9,72.9,319627.47849999997,178043.66700000002
W00009489,,oa,130,31,0,0,31,0,0,130,99,39,27,33,23.8,0.0,0.0,76.2,30.0,20.8,25.4,320962.453,182458.5745
W00009666,,oa,106,87,0,0,87,1,2,104,16,1,6,9,82.1,0.9,1.9,15.1,0.9,5.7,8.5,321157.57550000004,177113.749
W00009663,,oa,116,3,0,1,2,0,0,116,113,12,53,48,2.6,0.0,0.0,97.4,10.3,45.7,41.4,320931.098,176881.058
W00009660,,oa,133,20,0,10,10,0,0,133,113,4,12,97,15.0,0.0,0.0,85.0,3.0,9.0,72.9,320376.772,177109.28100000002
