area_code,area_name,census_geography,country_of_birth_all,europe_inc_uk,united_kingdom_channel_iom,england,northern_ireland,scotland,wales,united_kingdom_unspecified,channel_islands_isle_of_man,ireland,other_europe_total,eu_countries_total,germany,lithuania,poland,romania,eu_countries_other,rest_of_europe_total,turkey,europe_other,africa_total,north_africa,central_and_western_africa,nigeria,other_central_and_western_africa_other,south_and_eastern_africa,kenya,south_africa,zimbabwe,south_and_eastern_africa_other,middle_east_and_asia_total,middle_east,iran,middle_east_other,eastern_asia,china,hong_kong,eastern_asia_other,southern_asia,bangladesh,india,pakistan,southern_asia_other,south_east_asia,central_asia,americas_and_the_caribbean_total,north_americas_and_the_caribbean,the_caribbean,united_states_of_america,north_america_other,central_america,south_america,antarctica_and_oceania_total,australia,antarctica_and_oceania_other,country_of_birth_other,uk_total,europe_total,rest_of_world_total,uk_total_perc,europe_total_perc,rest_of_world_total_perc,centroid_x,centroid_y
W00008997,,oa,314,302,287,17,0,1,269,0,0,1,14,14,1,1,3,0,9,0,0,0,5,0,4,0,4,1,0,0,0,1,7,3,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,287,15,12,91.4,4.8,3.8,313218.4035,176745.9945
W00008996,,oa,275,265,261,19,0,3,239,0,0,0,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,3,3,0,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261,4,10,94.9,1.5,3.6,314072.6685,176728.74
W00008991,,oa,340,331,330,34,1,0,295,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,330,1,9,97.1,0.3,2.6,311753.281,175038.2495
W00008990,,oa,297,294,290,25,0,1,264,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,290,4,3,97.6,1.3,1.0,311647.3585,175387.06699999998
W00008999,,oa,358,349,340,21,1,1,317,0,0,0,9,7,0,1,3,0,3,2,0,2,5,0,1,0,1,4,0,0,4,0,3,0,0,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,340,11,9,95.0,3.1,2.5,312709.22849999997,176686.46
W00009751,,oa,463,440,435,80,2,7,346,0,0,2,3,3,0,0,1,0,2,0,0,0,4,1,0,0,0,3,0,1,0,2,17,0,0,0,2,1,1,0,13,2,8,3,0,2,0,2,2,0,2,0,0,0,0,0,0,0,435,5,23,94.0,1.1,5.0,314102.877,180424.1145
W00009129,,oa,374,267,249,46,1,1,201,0,0,3,15,15,0,0,5,0,10,0,0,0,28,3,3,3,0,22,7,0,0,15,75,0,0,0,6,5,0,1,66,7,36,23,0,3,0,4,2,2,0,0,0,2,0,0,0,0,249,18,107,66.6,4.8,28.6,317673.815,175636.2565
W00008835,,oa,379,373,367,31,2,1,333,0,0,1,5,5,1,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,6,6,96.8,1.6,1.6,314185.8095,175895.9145
W00008832,,oa,278,274,273,18,1,2,252,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,273,1,4,98.2,0.4,1.4,314619.899,176286.5005
W00006526,,oa,341,338,336,38,1,0,297,0,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,336,3,3,98.5,0.9,0.9,312739.32149999996,183448.293
W00009723,,oa,285,272,270,43,1,3,223,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,4,3,1,3,1,1,1,2,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,270,2,13,94.7,0.7,4.6,314442,179820.2595
W00009672,,oa,313,297,288,22,1,1,264,0,0,2,7,7,1,0,0,0,6,0,0,0,12,3,0,0,0,9,0,0,7,2,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,288,9,16,92.0,2.9,5.1,323770.7645,180509.5075
W00009041,,oa,261,256,235,13,0,5,217,0,0,12,9,9,1,0,6,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,235,21,5,90.0,8.0,1.9,313609.391,177846.16249999998
W00009048,,oa,321,317,313,39,0,2,272,0,0,0,4,2,0,1,0,0,1,2,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,313,6,4,97.5,1.9,1.2,313928.2355,177361.445
W00009049,,oa,331,313,304,22,0,1,281,0,0,2,7,7,2,0,1,0,4,0,0,0,4,0,3,0,3,1,1,0,0,0,13,1,0,1,2,2,0,0,7,3,0,0,4,3,0,1,1,0,1,0,0,0,0,0,0,0,304,9,18,91.8,2.7,5.4,313068.22900000005,177386.2195
W00008946,,oa,447,424,402,61,0,3,336,2,0,3,19,19,1,0,10,0,8,0,0,0,1,0,1,0,1,0,0,0,0,0,19,2,0,2,7,7,0,0,7,0,7,0,0,3,0,3,2,1,1,0,0,1,0,0,0,0,402,22,23,89.9,4.9,5.1,312196.56499999994,176312.278
W00009235,,oa,285,282,277,50,0,3,224,0,0,2,3,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,277,5,3,97.2,1.8,1.1,314937.32050000003,178714.517
W00009238,,oa,332,325,310,49,1,2,258,0,0,1,14,10,0,0,4,1,5,4,0,4,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,310,19,7,93.4,5.7,2.1,315275.966,178952.6875
W00009546,,oa,244,236,233,47,0,2,184,0,0,0,3,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,2,0,0,2,0,1,0,0,0,0,233,3,8,95.5,1.2,3.3,316123.4975,181328.48700000002
W00010163,,oa,370,353,341,79,1,3,258,0,0,0,12,12,2,0,0,0,10,0,0,0,2,0,0,0,0,2,0,0,0,2,12,1,0,1,6,3,3,0,4,0,4,0,0,1,0,3,3,1,1,1,0,0,0,0,0,0,341,12,17,92.2,3.2,4.6,312217.7795,181787.278
W00009104,,oa,401,278,247,41,0,1,205,0,0,2,29,27,0,0,18,0,9,2,0,2,51,8,12,1,11,31,2,1,1,27,67,18,4,14,0,0,0,0,47,19,10,15,3,2,0,3,3,1,2,0,0,0,2,2,0,0,247,33,123,61.6,8.2,30.7,317546.2325,175039.474
W00009102,,oa,273,246,237,31,0,0,206,0,0,0,9,9,2,0,5,0,2,0,0,0,14,10,0,0,0,4,2,0,0,2,13,2,0,2,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,237,9,27,86.8,3.3,9.9,317165.79850000003,175043.2355
W00009057,,oa,317,292,286,21,2,0,260,3,0,1,5,5,1,0,0,0,4,0,0,0,8,0,4,0,4,4,0,0,3,1,13,1,0,1,10,10,0,0,1,1,0,0,0,1,0,3,3,3,0,0,0,0,1,1,0,0,286,6,25,90.2,1.9,7.9,314259.7885,177040.8605
W00009050,,oa,286,262,253,19,0,5,229,0,0,1,8,8,0,0,0,0,8,0,0,0,15,0,1,1,0,14,0,0,0,14,7,1,0,1,3,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,253,9,24,88.5,3.1,8.4,313328.2385,177217.52899999998
W00009059,,oa,300,299,296,19,2,0,275,0,0,0,3,3,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,3,1,98.7,1.0,0.3,313086.7175,178629.2005
W00008891,,oa,218,218,212,57,3,1,151,0,0,2,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,6,0,97.2,2.8,0.0,315722.2025,177157.7595
W00009206,,oa,322,298,287,39,0,10,238,0,0,1,10,10,1,0,5,0,4,0,0,0,2,0,0,0,0,2,0,2,0,0,20,1,1,0,6,5,1,0,13,0,2,11,0,0,0,2,2,1,1,0,0,0,0,0,0,0,287,11,24,89.1,3.4,7.5,313587.56649999996,179297.759
W00009208,,oa,360,345,337,40,1,4,292,0,0,0,8,7,0,0,0,0,7,1,1,0,4,0,0,0,0,4,1,0,1,2,9,5,0,5,0,0,0,0,4,0,3,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,337,9,15,93.6,2.5,4.2,313841.3575,178951.543
W00009209,,oa,258,240,233,35,0,1,197,0,0,2,5,5,0,1,0,0,4,0,0,0,2,0,0,0,0,2,0,0,1,1,16,2,1,1,7,5,2,0,5,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,233,7,18,90.3,2.7,7.0,314082.5415,178977.0845
W00009193,,oa,223,211,194,51,0,5,138,0,0,1,16,14,1,0,2,2,9,2,1,1,4,0,0,0,0,4,0,3,0,1,8,0,0,0,4,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,194,19,12,87.0,8.5,5.4,315784.7955,178010.899
W00009191,,oa,502,475,468,92,3,7,366,0,0,3,4,4,0,0,0,0,4,0,0,0,6,0,1,0,1,5,1,1,0,3,17,5,4,1,3,0,1,2,7,0,7,0,0,2,0,3,3,2,0,1,0,0,1,0,1,0,468,7,27,93.2,1.4,5.4,314404.4875,178977.3025
W00009027,,oa,330,321,316,22,0,4,290,0,1,0,4,3,1,0,1,0,1,1,0,1,7,0,2,2,0,5,0,2,3,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,6,9,95.8,1.8,2.7,312706.586,175770.09999999998
W00009020,,oa,275,264,253,17,1,1,234,0,0,3,8,8,2,1,0,0,5,0,0,0,2,0,0,0,0,2,0,1,0,1,4,0,0,0,0,0,0,0,3,0,3,0,0,1,0,4,4,4,0,0,0,0,1,0,1,0,253,11,11,92.0,4.0,4.0,312787.98549999995,176013.139
W00009029,,oa,269,265,258,28,0,2,228,0,0,5,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,258,7,4,95.9,2.6,1.5,313716.968,178417.285
W00009373,,oa,363,339,336,31,0,8,297,0,0,2,1,1,0,0,0,0,1,0,0,0,5,2,0,0,0,3,0,3,0,0,16,5,1,4,0,0,0,0,2,0,0,0,2,9,0,3,1,0,0,1,0,2,0,0,0,0,336,3,24,92.6,0.8,6.6,320286.579,181541.89
W00009212,,oa,226,209,205,32,0,0,173,0,0,1,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,0,1,11,0,0,0,2,1,1,0,9,0,9,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,205,4,17,90.7,1.8,7.5,314304.838,178665.0795
W00009529,,oa,324,314,309,63,0,0,246,0,0,0,5,4,0,0,1,0,3,1,0,1,3,1,0,0,0,2,0,1,0,1,5,1,1,0,2,0,2,0,2,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,309,6,10,95.4,1.9,3.1,314874.70149999997,182356.24800000002
W00009717,,oa,303,291,286,52,0,3,231,0,0,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,3,0,4,4,2,0,2,0,0,3,1,2,0,286,5,12,94.4,1.7,4.0,312990.168,182382.664
W00009718,,oa,327,309,298,54,1,5,238,0,0,3,8,8,4,0,0,0,4,0,0,0,7,0,0,0,0,7,0,5,0,2,9,5,5,0,2,0,2,0,1,0,1,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,298,11,18,91.1,3.4,5.5,313466.506,181823.38400000002
W00010144,,oa,322,308,302,83,4,10,205,0,0,1,5,5,2,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,10,1,0,1,0,0,0,0,9,0,9,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,302,6,14,93.8,1.9,4.3,311261.906,178674.0855
W00009347,,oa,246,231,224,14,2,0,207,1,1,0,6,6,0,0,2,0,4,0,0,0,5,0,3,0,3,2,0,0,2,0,8,4,2,2,0,0,0,0,2,2,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,224,7,15,91.1,2.8,6.1,320540.631,180522.9605
W00009036,,oa,338,326,321,24,0,1,296,0,0,2,3,2,0,0,0,0,2,1,0,1,3,0,1,0,1,2,0,0,2,0,9,0,0,0,1,0,1,0,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,321,6,12,95.0,1.8,3.6,313391.20550000004,177828.7135
W00009037,,oa,282,278,275,17,2,1,255,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,275,3,4,97.5,1.1,1.4,313732.45550000004,177910.90899999999
W00009034,,oa,346,337,325,21,0,5,299,0,0,1,11,11,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,5,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,325,12,9,93.9,3.5,2.6,314229.436,177522.2895
W00009038,,oa,238,220,213,19,0,1,193,0,0,1,6,6,1,0,3,0,2,0,0,0,10,0,10,0,10,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,1,1,0,0,213,7,18,89.5,2.9,7.6,313156.833,178027.58299999998
W00009039,,oa,293,286,281,34,2,1,244,0,0,0,5,5,1,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,5,1,0,1,1,1,0,0,2,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,281,5,7,95.9,1.7,2.4,312707.5725,178080.69900000002
W00009345,,oa,370,343,338,25,3,1,309,0,0,2,3,3,2,0,0,0,1,0,0,0,4,0,2,1,1,2,0,0,0,2,22,6,4,2,0,0,0,0,10,4,5,0,1,6,0,1,1,0,1,0,0,0,0,0,0,0,338,5,27,91.4,1.4,7.3,320362.489,180432.419
W00009007,,oa,237,225,214,17,0,2,195,0,0,5,6,6,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,8,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,214,11,12,90.3,4.6,5.1,313841.483,176410.2515
W00009004,,oa,309,292,287,13,0,0,274,0,0,0,5,5,3,0,0,2,0,0,0,0,8,0,4,0,4,4,0,4,0,0,7,0,0,0,0,0,0,0,7,6,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,287,5,17,92.9,1.6,5.5,313933.33050000004,176608.1445
W00009005,,oa,379,361,357,16,0,4,337,0,0,0,4,1,0,0,0,0,1,3,0,3,8,4,0,0,0,4,0,2,0,2,8,0,0,0,0,0,0,0,8,2,2,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,357,7,18,94.2,1.8,4.7,313013.30449999997,176483.2135
W00009002,,oa,379,359,351,28,0,0,323,0,0,1,7,6,1,0,0,0,5,1,0,1,6,1,3,2,1,2,0,0,0,2,8,1,0,1,2,1,1,0,3,1,0,2,0,2,0,3,3,2,1,0,0,0,3,2,1,0,351,9,20,92.6,2.4,5.3,313562,176536.5
W00009003,,oa,351,321,309,15,0,0,294,0,0,1,11,11,0,0,0,0,11,0,0,0,15,11,4,0,4,0,0,0,0,0,13,0,0,0,1,0,1,0,12,9,0,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,309,12,30,88.0,3.4,8.5,313447.3495,176468.722
W00009001,,oa,345,330,323,16,1,3,303,0,0,1,6,6,2,0,1,0,3,0,0,0,5,1,1,0,1,3,0,1,0,2,10,0,0,0,0,0,0,0,5,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,323,7,15,93.6,2.0,4.3,313840.67949999997,176802.446
W00009008,,oa,317,309,304,10,0,0,289,5,0,1,4,4,1,0,2,0,1,0,0,0,3,0,0,0,0,3,0,1,0,2,4,0,0,0,1,0,1,0,3,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,304,5,8,95.9,1.6,2.5,313131.58499999996,176456.374
W00009506,,oa,309,296,292,78,3,5,206,0,0,2,2,2,0,0,0,0,2,0,0,0,5,2,0,0,0,3,0,2,0,1,7,0,0,0,2,2,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,292,4,13,94.5,1.3,4.2,312542.095,181125.16700000002
W00009769,,oa,234,229,227,29,0,2,196,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,2,0,2,0,227,3,5,97.0,1.3,2.1,315697.001,179673.56050000002
W00008843,,oa,324,317,316,15,0,0,301,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,5,1,0,1,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,316,1,7,97.5,0.3,2.2,313945.545,175571.6655
W00008842,,oa,357,346,341,19,1,2,319,0,0,1,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,3,0,0,2,0,4,2,1,0,1,2,0,1,0,1,0,341,5,11,95.5,1.4,3.1,312999.08550000004,175627.0885
W00008840,,oa,333,318,307,15,0,2,290,0,0,2,9,9,2,0,0,0,7,0,0,0,9,0,1,0,1,8,0,0,1,7,5,1,0,1,1,0,0,1,3,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,307,11,15,92.2,3.3,4.5,314329.7525,175628.448
W00008841,,oa,294,285,270,27,1,0,242,0,0,1,14,14,4,0,8,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,1,1,0,1,0,3,0,2,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,270,15,9,91.8,5.1,3.1,313415.8915,175653.34350000002
W00009016,,oa,247,235,227,14,0,1,212,0,0,0,8,8,1,3,3,0,1,0,0,0,4,0,2,0,2,2,0,0,1,1,8,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,8,12,91.9,3.2,4.9,312603.45849999995,176048.26799999998
W00009017,,oa,266,263,258,19,1,0,236,2,1,1,3,3,1,0,0,0,2,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,5,3,97.0,1.9,1.1,312163.1725,175953.20299999998
W00009015,,oa,332,330,324,41,3,0,280,0,2,2,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,6,2,97.6,1.8,0.6,311401.2695,175984.3455
W00009013,,oa,333,321,311,26,0,0,285,0,0,2,8,7,1,0,0,6,0,1,0,1,2,0,0,0,0,2,0,2,0,0,7,1,0,1,1,0,1,0,5,5,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,311,11,12,93.4,3.3,3.6,313661.74199999997,176140.776
W00009010,,oa,344,339,330,17,1,0,311,1,0,3,6,5,0,0,0,0,5,1,0,1,3,1,0,0,0,2,0,0,0,2,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,10,5,95.9,2.9,1.5,312783.2975,176170.8725
W00009018,,oa,270,265,259,14,2,0,243,0,0,0,6,6,1,0,2,0,3,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,259,6,5,95.9,2.2,1.9,313222.8155,176093.46
W00009511,,oa,327,311,304,107,1,6,188,2,0,0,7,4,0,0,0,0,4,3,0,3,8,3,0,0,0,5,0,2,2,1,8,3,2,1,1,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,304,10,16,93.0,3.1,4.9,313061.8545,180336.83649999998
W00008994,,oa,265,257,251,12,0,1,238,0,0,1,5,5,0,0,0,0,5,0,0,0,6,1,2,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,251,6,8,94.7,2.3,3.0,314139.359,176636.55849999998
W00008998,,oa,311,286,274,20,0,1,253,0,0,0,12,11,2,0,5,2,2,1,0,1,10,3,4,0,4,3,0,3,0,0,10,0,0,0,6,6,0,0,4,1,2,0,1,0,0,4,4,3,1,0,0,0,1,0,1,0,274,13,25,88.1,4.2,8.0,314386.791,176744.8205
W00008993,,oa,346,321,309,35,0,2,272,0,0,3,9,9,0,0,0,1,8,0,0,0,9,4,5,5,0,0,0,0,0,0,15,14,1,13,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,309,12,25,89.3,3.5,7.2,314215.58400000003,176933.39049999998
W00008853,,oa,331,324,302,48,1,0,253,0,0,1,21,21,2,0,2,0,17,0,0,0,1,0,0,0,0,1,0,1,0,0,5,2,2,0,1,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,302,22,7,91.2,6.6,2.1,315256.38800000004,176840.82
W00008854,,oa,296,283,273,44,2,7,220,0,0,4,6,6,0,0,0,0,6,0,0,0,5,0,0,0,0,5,1,2,1,1,5,2,2,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,273,10,13,92.2,3.4,4.4,315014.54500000004,176970.495
W00010209,,oa,343,316,310,37,0,1,271,1,0,2,4,4,1,0,0,0,3,0,0,0,4,0,0,0,0,4,1,1,0,2,18,0,0,0,3,2,1,0,15,13,2,0,0,0,0,5,4,4,0,0,0,1,0,0,0,0,310,6,27,90.4,1.7,7.9,315424.0895,176375.858
W00008858,,oa,261,254,238,39,2,5,192,0,0,3,13,13,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,1,1,0,0,238,16,7,91.2,6.1,2.7,315384.5955,176911
W00008857,,oa,264,242,231,58,4,0,169,0,0,4,7,6,1,0,1,0,4,1,0,1,8,2,0,0,0,6,0,3,0,3,11,3,0,3,4,4,0,0,4,0,4,0,0,0,0,3,2,0,1,1,0,1,0,0,0,0,231,12,22,87.5,4.5,8.3,315879.9175,176896.4345
W00009194,,oa,300,288,284,55,2,4,223,0,0,1,3,3,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,2,0,2,0,0,5,0,4,3,0,2,1,1,0,0,0,0,0,284,4,12,94.7,1.3,4.0,314612.605,178026.1435
W00010231,,oa,264,243,238,55,1,3,179,0,0,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,7,0,6,1,8,0,6,0,2,2,0,1,1,0,1,0,0,0,2,1,1,0,238,5,21,90.2,1.9,8.0,314569.44499999995,178473.5
W00010187,,oa,435,364,355,196,1,5,153,0,0,1,8,7,2,0,0,1,4,1,0,1,11,1,4,1,3,6,1,0,1,4,55,3,1,2,13,10,1,2,34,1,30,3,0,5,0,3,2,1,1,0,0,1,2,1,1,0,355,10,71,81.6,2.3,16.3,314861.819,178302.24
W00009213,,oa,295,282,272,48,2,0,222,0,0,6,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,1,0,1,0,7,0,2,5,0,0,0,1,1,0,1,0,0,0,2,1,1,0,272,10,13,92.2,3.4,4.4,314758.6125,178544.6785
W00009210,,oa,231,214,209,28,0,1,180,0,0,0,5,5,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,13,0,0,0,4,3,1,0,5,0,5,0,0,4,0,2,1,1,0,0,0,1,1,1,0,0,209,5,17,90.5,2.2,7.4,314297.1705,178925.55349999998
W00009240,,oa,335,310,301,31,1,3,266,0,0,0,9,7,2,0,1,0,4,2,0,2,9,2,2,0,2,5,0,0,0,5,15,5,0,5,1,1,0,0,9,5,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,301,11,25,89.9,3.3,7.5,315597.372,178624.519
W00009079,,oa,473,412,400,88,5,6,301,0,0,4,8,8,1,1,0,0,6,0,0,0,13,1,7,3,4,5,3,1,0,1,44,5,4,1,3,0,0,3,28,8,14,3,3,8,0,4,2,2,0,0,1,1,0,0,0,0,400,12,61,84.6,2.5,12.9,317051.2955,178740.58250000002
W00009742,,oa,297,286,276,36,0,3,237,0,0,0,10,10,1,0,9,0,0,0,0,0,6,0,0,0,0,6,0,2,2,2,4,1,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,276,10,11,92.9,3.4,3.7,314766.25450000004,181101
W00009741,,oa,364,348,332,53,1,7,271,0,0,2,14,13,1,0,0,0,12,1,0,1,2,0,0,0,0,2,0,1,0,1,5,1,0,1,1,0,0,1,0,0,0,0,0,3,0,8,7,0,3,4,0,1,1,0,1,0,332,17,16,91.2,4.7,4.4,314542.9275,181192.45500000002
W00009614,,oa,304,300,296,30,1,3,262,0,0,1,3,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,296,4,4,97.4,1.3,1.3,321291.94299999997,178533.7695
W00009696,,oa,307,290,285,40,0,3,242,0,0,1,4,4,0,0,1,0,3,0,0,0,3,0,2,1,1,1,1,0,0,0,10,6,0,6,0,0,0,0,1,0,0,1,0,3,0,4,4,1,3,0,0,0,0,0,0,0,285,5,17,92.8,1.6,5.5,324415.0165,181066.231
W00009062,,oa,254,236,228,47,1,0,180,0,0,2,6,2,0,0,0,0,2,4,0,4,10,1,1,1,0,8,0,0,4,4,6,4,1,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,228,12,18,89.8,4.7,7.1,314267.6665,178366.38549999997
W00008824,,oa,463,457,452,23,0,1,428,0,0,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,452,5,6,97.6,1.1,1.3,314666.615,175927.576
W00009752,,oa,179,172,171,42,0,1,128,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,2,0,2,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,171,1,7,95.5,0.6,3.9,314590.151,180617.19050000003
