area_code,area_name,census_geography,long_term_health_all,limited_lots,limited_little,limited_none,limited_lots_perc,limited_little_perc,limited_none_perc,centroid_x,centroid_y
W00010188,,oa,151,8,14,129,5.3,9.3,85.4,319190.65650000004,180046.599
W00010184,,oa,272,3,17,252,1.1,6.3,92.6,318984.9475,175491.454
W00009664,,oa,305,36,27,242,11.8,8.9,79.3,320132.5235,176911.369
W00008817,,oa,349,33,47,269,9.5,13.5,77.1,318872.419,175107.2645
W00008788,,oa,405,69,40,296,17.0,9.9,73.1,319473.9215,176821.278
W00010198,,oa,302,23,24,255,7.6,7.9,84.4,319019.33499999996,175076.0955
W00009331,,oa,375,46,34,295,12.3,9.1,78.7,320556.9365,181772.1095
W00010133,,oa,330,6,12,312,1.8,3.6,94.5,319622.31799999997,174723.5235
W00009611,,oa,331,30,31,270,9.1,9.4,81.6,321451.947,178866.353
W00010131,,oa,399,7,5,387,1.8,1.3,97.0,318752.796,176289.6365
W00008907,,oa,600,11,13,576,1.8,2.2,96.0,318258.2905,177611.60700000002
W00008903,,oa,478,11,22,445,2.3,4.6,93.1,318493.2965,177708.858
W00008900,,oa,527,20,24,483,3.8,4.6,91.7,318257.3255,177886.43
W00009434,,oa,369,12,15,342,3.3,4.1,92.7,318835.23600000003,177476.1085
W00009430,,oa,252,17,17,218,6.7,6.7,86.5,319142.33499999996,177641.5635
W00009438,,oa,239,19,16,204,7.9,6.7,85.4,319354.055,177487.766
W00009439,,oa,288,24,19,245,8.3,6.6,85.1,319128.6925,177430.88799999998
W00010181,,oa,238,11,18,209,4.6,7.6,87.8,319821.6315,177220.874
W00008915,,oa,462,7,10,445,1.5,2.2,96.3,318501.396,177283.1685
W00008910,,oa,582,10,7,565,1.7,1.2,97.1,318455.899,177567.27049999998
W00009387,,oa,285,22,28,235,7.7,9.8,82.5,320317.2465,178544.979
W00009386,,oa,243,50,34,159,20.6,14.0,65.4,320544.579,178639.8015
W00009301,,oa,213,32,27,154,15.0,12.7,72.3,322013.73250000004,180798.95400000003
W00009389,,oa,383,34,34,315,8.9,8.9,82.2,318903.939,178637.642
W00009407,,oa,344,32,27,285,9.3,7.8,82.8,320080.55850000004,177724.5415
W00009405,,oa,252,18,30,204,7.1,11.9,81.0,319393.44550000003,177941.19
W00009408,,oa,341,21,37,283,6.2,10.9,83.0,320665.221,178077.4225
W00009409,,oa,306,21,43,242,6.9,14.1,79.1,319593.9665,179403.875
W00009662,,oa,248,35,29,184,14.1,11.7,74.2,320059.026,176713.53999999998
W00009668,,oa,290,30,22,238,10.3,7.6,82.1,320303.61199999996,176952.82549999998
W00010196,,oa,178,4,9,165,2.2,5.1,92.7,318567.266,174930.985
W00009316,,oa,255,23,21,211,9.0,8.2,82.7,321467.1435,179481.027
W00009395,,oa,310,13,23,274,4.2,7.4,88.4,319613.981,178268.1105
W00010216,,oa,211,18,13,180,8.5,6.2,85.3,318945.1805,174828.861
W00010217,,oa,225,10,14,201,4.4,6.2,89.3,320947.028,181523.7475
W00009413,,oa,286,25,29,232,8.7,10.1,81.1,318805.46400000004,179169.4985
W00009454,,oa,445,18,9,418,4.0,2.0,93.9,318564.598,178247.516
W00009418,,oa,270,19,30,221,7.0,11.1,81.9,318736.4575,179054.2645
W00009499,,oa,273,12,14,247,4.4,5.1,90.5,320316.6625,182021.3075
W00008962,,oa,274,17,40,217,6.2,14.6,79.2,319096.204,180471.3525
W00008965,,oa,350,23,29,298,6.6,8.3,85.1,318629.45050000004,180294.299
W00008969,,oa,244,21,26,197,8.6,10.7,80.7,319053.52150000003,180050.111
W00008961,,oa,308,20,36,252,6.5,11.7,81.8,318864.3285,180544.6485
W00008807,,oa,456,49,32,375,10.7,7.0,82.2,318713.59849999996,174321.23200000002
W00008800,,oa,364,21,29,314,5.8,8.0,86.3,320036.184,177041.47950000002
W00008808,,oa,294,23,21,250,7.8,7.1,85.0,319140.8985,175923.1725
W00008947,,oa,285,25,28,232,8.8,9.8,81.4,319776.64749999996,180855.5245
W00008948,,oa,338,32,23,283,9.5,6.8,83.7,319411.795,181476.2715
W00009476,,oa,435,22,20,393,5.1,4.6,90.3,318856.15150000004,177677.5635
W00009472,,oa,217,9,12,196,4.1,5.5,90.3,319273.7925,177790.287
W00009470,,oa,269,12,25,232,4.5,9.3,86.2,319116.7035,177781.96
W00009471,,oa,508,14,19,475,2.8,3.7,93.5,318693.67949999997,177531.3145
W00009646,,oa,343,66,31,246,19.2,9.0,71.7,319595.684,176264.00449999998
W00009643,,oa,241,24,24,193,10.0,10.0,80.1,319727.1675,176427.0395
W00009648,,oa,280,48,35,197,17.1,12.5,70.4,320655.4815,177355.642
W00008976,,oa,332,49,30,253,14.8,9.0,76.2,318824.5,179531.60450000002
W00008977,,oa,349,20,29,300,5.7,8.3,86.0,318475.04449999996,179482.6015
W00008973,,oa,346,28,18,300,8.1,5.2,86.7,319181.4855,179596.131
W00008970,,oa,293,16,31,246,5.5,10.6,84.0,318802.55700000003,179876.62300000002
W00009109,,oa,181,41,32,108,22.7,17.7,59.7,318431.908,174789.9105
W00008813,,oa,283,9,10,264,3.2,3.5,93.3,319041.2025,175654.3915
W00009361,,oa,388,44,46,298,11.3,11.9,76.8,320299.1185,179726.0005
W00009443,,oa,358,13,16,329,3.6,4.5,91.9,318990.135,177443.653
W00009469,,oa,249,10,17,222,4.0,6.8,89.2,318869.923,177868.27850000001
W00009462,,oa,364,15,18,331,4.1,4.9,90.9,319197.2115,177990.13
W00009466,,oa,353,13,21,319,3.7,5.9,90.4,319038.13049999997,177887.3775
W00009461,,oa,302,12,18,272,4.0,6.0,90.1,319072.605,178139.50699999998
W00009655,,oa,288,63,39,186,21.9,13.5,64.6,320875.6995,177209.9495
W00009657,,oa,192,39,25,128,20.3,13.0,66.7,320577.531,177505.59600000002
W00009656,,oa,518,48,45,425,9.3,8.7,82.0,321301.05449999997,176503.1
W00009652,,oa,348,34,20,294,9.8,5.7,84.5,320934.713,177381.31650000002
W00009650,,oa,248,16,23,209,6.5,9.3,84.3,321396.213,177398.24099999998
W00009651,,oa,347,47,41,259,13.5,11.8,74.6,320844.2845,177519.21000000002
W00009659,,oa,293,41,29,223,14.0,9.9,76.1,320535.50049999997,177081.212
W00009658,,oa,281,35,28,218,12.5,10.0,77.6,320848.2585,177046.454
W00010172,,oa,367,22,24,321,6.0,6.5,87.5,321526.8125,177431.41100000002
W00009371,,oa,338,35,35,268,10.4,10.4,79.3,320277.046,181742.271
W00008921,,oa,271,12,16,243,4.4,5.9,89.7,318415.8365,178296.0055
W00010142,,oa,329,22,30,277,6.7,9.1,84.2,320195.746,178167.299
W00010127,,oa,188,9,13,166,4.8,6.9,88.3,319368.226,173977.5005
W00009626,,oa,302,50,46,206,16.6,15.2,68.2,321751.20999999996,179651.347
W00009625,,oa,260,43,28,189,16.5,10.8,72.7,322171.2215,179463.5855
W00009623,,oa,280,24,39,217,8.6,13.9,77.5,321992.10549999995,179580.0795
W00010147,,oa,246,6,14,226,2.4,5.7,91.9,319405.15150000004,174981.5615
W00008956,,oa,297,18,29,250,6.1,9.8,84.2,319282.06200000003,180863.772
W00008950,,oa,341,20,35,286,5.9,10.3,83.9,318774.2355,181252.5115
W00009982,,oa,1796,110,104,1582,6.1,5.8,88.1,319013.34699999995,176390.36599999998
W00009346,,oa,376,28,32,316,7.4,8.5,84.0,320082.25,180500.603
W00009344,,oa,381,43,24,314,11.3,6.3,82.4,320014.62549999997,180659.69
W00008922,,oa,534,14,16,504,2.6,3.0,94.4,318281.5455,178307.21850000002
W00009343,,oa,311,22,32,257,7.1,10.3,82.6,320176.6185,181014.85
W00009445,,oa,214,38,34,142,17.8,15.9,66.4,319489.8895,177177.983
W00009447,,oa,224,40,26,158,17.9,11.6,70.5,319366.02249999996,177192.325
W00009444,,oa,330,23,19,288,7.0,5.8,87.3,319117.252,177338.109
W00009442,,oa,202,19,18,165,9.4,8.9,81.7,319506.1925,177366.336
W00009441,,oa,344,35,22,287,10.2,6.4,83.4,319078.6345,177220.878
W00009449,,oa,356,17,23,316,4.8,6.5,88.8,318997.4385,176904.55599999998
W00009637,,oa,321,29,34,258,9.0,10.6,80.4,320329.5965,176467.21899999998
W00009635,,oa,291,45,26,220,15.5,8.9,75.6,320053.4095,176600.0565
W00009630,,oa,355,29,43,283,8.2,12.1,79.7,320037.5,176361.3695
W00009639,,oa,355,39,27,289,11.0,7.6,81.4,320374.94550000003,176517.008
W00010159,,oa,226,21,25,180,9.3,11.1,79.6,320259.578,177959.8305
W00009357,,oa,329,31,33,265,9.4,10.0,80.5,320531.918,180189.37550000002
W00009355,,oa,289,26,22,241,9.0,7.6,83.4,319645.405,180093.5795
W00009352,,oa,339,37,31,271,10.9,9.1,79.9,320149.261,180396.67700000003
W00009350,,oa,240,27,30,183,11.3,12.5,76.3,319465.7825,180394.80099999998
W00009358,,oa,225,44,39,142,19.6,17.3,63.1,320192.975,180027.3245
W00009451,,oa,459,25,31,403,5.4,6.8,87.8,318507.78949999996,178695.33500000002
W00009459,,oa,341,11,18,312,3.2,5.3,91.5,319079.7485,178346.0235
W00008786,,oa,345,35,33,277,10.1,9.6,80.3,319795.08999999997,176709.54100000003
W00008784,,oa,406,39,28,339,9.6,6.9,83.5,319924.571,176935.2865
W00008780,,oa,247,36,34,177,14.6,13.8,71.7,320017.569,177153
W00009607,,oa,319,37,32,250,11.6,10.0,78.4,321728.671,179091.9605
W00009608,,oa,320,31,32,257,9.7,10.0,80.3,321507.6715,179049.44
W00008930,,oa,489,7,18,464,1.4,3.7,94.9,318417.7695,177960.28399999999
W00009321,,oa,291,45,32,214,15.5,11.0,73.5,322205.46900000004,181522.5485
W00008795,,oa,434,40,35,359,9.2,8.1,82.7,320010.034,177376.92599999998
W00009426,,oa,299,12,21,266,4.0,7.0,89.0,318719.97199999995,178073.397
W00009425,,oa,289,15,35,239,5.2,12.1,82.7,319314.26249999995,177096.913
W00009423,,oa,341,33,30,278,9.7,8.8,81.5,319382.233,177815.16600000003
W00008792,,oa,235,30,23,182,12.8,9.8,77.4,319480.234,176481.4
W00008799,,oa,376,32,34,310,8.5,9.0,82.4,320159.89749999996,177372.45299999998
W00008798,,oa,396,53,29,314,13.4,7.3,79.3,320269.65599999996,177350.4675
W00008804,,oa,353,34,29,290,9.6,8.2,82.2,318545.35,174315.5565
W00010149,,oa,231,2,10,219,0.9,4.3,94.8,317960.61950000003,173322.288
W00010138,,oa,188,5,5,178,2.7,2.7,94.7,318183.8515,173392.698
W00010170,,oa,219,31,25,163,14.2,11.4,74.4,317813.7035,173965.9925
W00010154,,oa,250,11,17,222,4.4,6.8,88.8,318686.49199999997,174672.148
W00010139,,oa,341,10,16,315,2.9,4.7,92.4,319622.854,174448.446
W00010137,,oa,470,8,17,445,1.7,3.6,94.7,318676.0115,176040.896
W00010212,,oa,105,27,13,65,25.7,12.4,61.9,317527.934,177777.869
W00009645,,oa,404,58,47,299,14.4,11.6,74.0,320153.646,176168.311
W00010178,,oa,1362,14,31,1317,1.0,2.3,96.7,317138.25600000005,178163.10450000002
W00009181,,oa,308,14,31,263,4.5,10.1,85.4,319481.62549999997,183640.25
W00007425,,oa,425,28,41,356,6.6,9.6,83.8,322052.74600000004,186157.725
W00010219,,oa,296,7,8,281,2.4,2.7,94.9,318437.728,177450.9545
W00009161,,oa,416,45,36,335,10.8,8.7,80.5,316361.702,180503.12
W00010208,,oa,241,3,11,227,1.2,4.6,94.2,318353.32200000004,176059.8875
W00009073,,oa,402,29,48,325,7.2,11.9,80.8,316641.757,178816.923
W00009090,,oa,370,35,27,308,9.5,7.3,83.2,318141.51450000005,174643.75
W00010199,,oa,264,20,13,231,7.6,4.9,87.5,316945.8125,181505.686
W00009126,,oa,419,36,29,354,8.6,6.9,84.5,316933.387,175703.597
W00010168,,oa,188,4,16,168,2.1,8.5,89.4,317786.41099999996,173911.8315
W00009336,,oa,268,16,22,230,6.0,8.2,85.8,319816.59349999996,181082.1355
W00009695,,oa,261,23,29,209,8.8,11.1,80.1,324225.7305,181190.80550000002
W00009147,,oa,293,13,27,253,4.4,9.2,86.3,316691.0635,179829.147
W00009144,,oa,265,27,30,208,10.2,11.3,78.5,316450.61100000003,179919.948
W00009145,,oa,299,29,31,239,9.7,10.4,79.9,316693.106,180016.38150000002
W00009436,,oa,318,24,16,278,7.5,5.0,87.4,319248.604,177604.9845
W00008926,,oa,381,22,26,333,5.8,6.8,87.4,317729.658,178171.3075
W00009159,,oa,349,34,44,271,9.7,12.6,77.7,316646.5135,180572.2895
W00009151,,oa,355,22,33,300,6.2,9.3,84.5,316702.30299999996,179591.9505
W00009305,,oa,243,28,28,187,11.5,11.5,77.0,322450.57550000004,180511.7875
W00010206,,oa,243,14,15,214,5.8,6.2,88.1,319304.767,176456.4745
W00009253,,oa,312,23,38,251,7.4,12.2,80.4,317632.651,181380
W00009565,,oa,412,27,37,348,6.6,9.0,84.5,317217.14650000003,176257.39049999998
W00009562,,oa,280,45,39,196,16.1,13.9,70.0,317133.435,176385.84649999999
W00009561,,oa,278,48,34,196,17.3,12.2,70.5,316758.5825,176268.4535
W00009667,,oa,232,18,25,189,7.8,10.8,81.5,320395.52749999997,176889.14549999998
W00009661,,oa,301,67,18,216,22.3,6.0,71.8,320272.3345,177169.293
W00010117,,oa,221,5,6,210,2.3,2.7,95.0,317907.454,177159.7735
W00009123,,oa,504,49,34,421,9.7,6.7,83.5,317462.36199999996,175758.7145
W00009396,,oa,366,24,31,311,6.6,8.5,85.0,319570.9385,178291.9025
W00010214,,oa,322,8,19,295,2.5,5.9,91.6,316775.7365,181228.03
W00010211,,oa,157,1,4,152,0.6,2.5,96.8,317607.6495,173252.3555
W00009574,,oa,382,50,32,300,13.1,8.4,78.5,317353.11,176028.103
W00009572,,oa,399,41,33,325,10.3,8.3,81.5,317830.19550000003,176015.05550000002
W00009573,,oa,334,35,22,277,10.5,6.6,82.9,317446.047,176081
W00009570,,oa,460,40,23,397,8.7,5.0,86.3,317602.0985,176054.753
W00009578,,oa,288,11,25,252,3.8,8.7,87.5,316689.83999999997,177465.6665
W00009136,,oa,351,20,21,310,5.7,6.0,88.3,317518.71849999996,175488.585
W00009135,,oa,383,39,40,304,10.2,10.4,79.4,317761.55350000004,175488.276
W00009132,,oa,352,36,19,297,10.2,5.4,84.4,317794.0555,175342.138
W00009133,,oa,311,34,46,231,10.9,14.8,74.3,317044.68799999997,175367.3495
W00008882,,oa,282,49,35,198,17.4,12.4,70.2,316460.32550000004,176111.6825
W00008880,,oa,393,40,39,314,10.2,9.9,79.9,316520.409,176247.961
W00009477,,oa,419,31,41,347,7.4,9.8,82.8,323255.925,181615.6195
W00009233,,oa,349,39,35,275,11.2,10.0,78.8,316575.0075,179084.0775
W00009543,,oa,325,25,28,272,7.7,8.6,83.7,316590.19499999995,181193.52850000001
W00009732,,oa,211,25,23,163,11.8,10.9,77.3,316436.4885,179673.082
W00009647,,oa,335,30,36,269,9.0,10.7,80.3,320147.25,175626.0005
W00009649,,oa,307,37,27,243,12.1,8.8,79.2,320938.042,177636.9595
W00008979,,oa,258,25,27,206,9.7,10.5,79.8,319440.0145,181969.0655
W00009105,,oa,476,38,41,397,8.0,8.6,83.4,317665.876,175084.346
W00009363,,oa,206,15,20,171,7.3,9.7,83.0,319969.3765,179742.14250000002
W00008899,,oa,438,11,19,408,2.5,4.3,93.2,317943.82999999996,177800.701
W00008818,,oa,509,47,50,412,9.2,9.8,80.9,318713.828,175089.338
W00009365,,oa,253,33,33,187,13.0,13.0,73.9,320222.8635,179556.27750000003
W00009369,,oa,384,47,42,295,12.2,10.9,76.8,320144.868,181780.8825
W00009285,,oa,337,44,30,263,13.1,8.9,78.0,316964.121,182274.0185
W00009284,,oa,362,30,42,290,8.3,11.6,80.1,317268.3225,182253.8075
W00009288,,oa,312,57,26,229,18.3,8.3,73.4,316683.201,182225.4975
W00009558,,oa,301,25,35,241,8.3,11.6,80.1,316723.3415,176640.4325
W00010224,,oa,233,21,15,197,9.0,6.4,84.5,317591.03500000003,175741.638
W00009706,,oa,335,25,17,293,7.5,5.1,87.5,324139.6675,180590.1265
W00009653,,oa,360,43,34,283,11.9,9.4,78.6,321162.1365,177422.6955
W00010176,,oa,389,15,21,353,3.9,5.4,90.7,316868.773,181118.6445
W00010173,,oa,207,5,12,190,2.4,5.8,91.8,317284.35349999997,174033.1485
W00009110,,oa,413,42,37,334,10.2,9.0,80.9,317837.5365,174869.299
W00009290,,oa,283,44,39,200,15.5,13.8,70.7,316687.0245,182032.40899999999
W00009521,,oa,258,36,46,176,14.0,17.8,68.2,316369.614,182160.18300000002
W00009624,,oa,404,61,38,305,15.1,9.4,75.5,322459.576,179437.9505
W00009629,,oa,369,34,33,302,9.2,8.9,81.8,320230.017,176771.6165
W00008955,,oa,331,21,25,285,6.3,7.6,86.1,319052.373,181045.1645
W00008958,,oa,271,27,36,208,10.0,13.3,76.8,319362.7735,180670.72
W00009340,,oa,350,31,32,287,8.9,9.1,82.0,320710.4275,181084.886
W00009082,,oa,381,22,28,331,5.8,7.3,86.9,317230.4515,179105.7495
W00010157,,oa,327,8,16,303,2.4,4.9,92.7,321673.966,182049.0765
W00008927,,oa,411,23,21,367,5.6,5.1,89.3,317853.77099999995,178028.776
W00008925,,oa,407,21,22,364,5.2,5.4,89.4,317923.1355,178189.0755
W00008877,,oa,344,28,21,295,8.1,6.1,85.8,316610.664,176459.511
W00008875,,oa,368,21,33,314,5.7,9.0,85.3,316361.83499999996,176436.631
W00008878,,oa,301,28,23,250,9.3,7.6,83.1,316275.069,176362.263
W00009083,,oa,610,18,26,566,3.0,4.3,92.8,317672.8985,179016.201
W00009081,,oa,303,16,23,264,5.3,7.6,87.1,317300.5,178542.70299999998
W00009263,,oa,468,15,20,433,3.2,4.3,92.5,317250.283,183557.02250000002
W00009500,,oa,293,12,14,267,4.1,4.8,91.1,319942.10699999996,182070.146
W00009582,,oa,326,17,21,288,5.2,6.4,88.3,316894.7595,177232.5215
W00009584,,oa,300,35,17,248,11.7,5.7,82.7,316415.05,177158.505
W00009583,,oa,313,10,20,283,3.2,6.4,90.4,316567.5265,177137.0455
W00009589,,oa,281,28,17,236,10.0,6.0,84.0,316699.966,177021.6775
W00009456,,oa,400,16,20,364,4.0,5.0,91.0,318654.4305,178264.0365
W00009457,,oa,371,26,23,322,7.0,6.2,86.8,318814.99950000003,178315.089
W00009452,,oa,375,10,12,353,2.7,3.2,94.1,318577.6645,178500.68300000002
W00009453,,oa,424,10,16,398,2.4,3.8,93.9,318679.136,178622.986
W00008782,,oa,343,38,31,274,11.1,9.0,79.9,319789.7835,176961.87099999998
W00009682,,oa,382,65,51,266,17.0,13.4,69.6,323213.6435,181075
W00009174,,oa,357,20,29,308,5.6,8.1,86.3,317053.38800000004,180160.32150000002
W00009173,,oa,288,25,22,241,8.7,7.6,83.7,317354.99,180180.7095
W00009179,,oa,315,10,21,284,3.2,6.7,90.2,318198.4255,182883.8185
W00009097,,oa,305,24,30,251,7.9,9.8,82.3,317460.7885,175218.83299999998
W00009096,,oa,373,48,34,291,12.9,9.1,78.0,317932.4895,175206.45899999997
W00009095,,oa,350,25,36,289,7.1,10.3,82.6,317632.92350000003,175299.842
W00009092,,oa,279,4,12,263,1.4,4.3,94.3,318017.869,173723.8965
W00010229,,oa,173,21,25,127,12.1,14.5,73.4,319188.882,178856.7685
W00010226,,oa,212,21,30,161,9.9,14.2,75.9,317024.5,178592.46000000002
W00010222,,oa,330,37,23,270,11.2,7.0,81.8,316776.75,181602.273
W00010220,,oa,260,34,31,195,13.1,11.9,75.0,317094.297,178416.89
W00009276,,oa,338,15,27,296,4.4,8.0,87.6,318060.7065,182439.6615
W00009272,,oa,305,16,23,266,5.2,7.5,87.2,317847.88300000003,182844.252
W00009271,,oa,248,11,32,205,4.4,12.9,82.7,317624.0315,182831.727
W00009278,,oa,265,21,30,214,7.9,11.3,80.8,316650.64249999996,182516.93050000002
W00009596,,oa,285,12,21,252,4.2,7.4,88.4,317173.643,176671.193
W00009595,,oa,419,65,26,328,15.5,6.2,78.3,317241.79099999997,176690.02049999998
W00009593,,oa,249,14,14,221,5.6,5.6,88.8,316912.1,176863.1295
W00009592,,oa,317,38,25,254,12.0,7.9,80.1,317368.15150000004,176975.072
W00009590,,oa,286,10,15,261,3.5,5.2,91.3,317021,176970.6225
W00008793,,oa,410,54,57,299,13.2,13.9,72.9,319211.114,176305.49349999998
W00010210,,oa,132,3,6,123,2.3,4.5,93.2,320840.70550000004,170171.3125
W00009067,,oa,309,40,26,243,12.9,8.4,78.6,313887.9035,178316.142
W00009066,,oa,302,69,46,187,22.8,15.2,61.9,313234.31299999997,178405.56449999998
W00009063,,oa,239,34,22,183,14.2,9.2,76.6,313429.1455,178635.05550000002
W00009064,,oa,320,44,32,244,13.8,10.0,76.3,313876.3955,178402.72350000002
W00009060,,oa,304,31,25,248,10.2,8.2,81.6,313490.177,178921.14750000002
W00009065,,oa,333,37,31,265,11.1,9.3,79.6,313955.1315,178147.2225
W00009061,,oa,271,14,26,231,5.2,9.6,85.2,314051.5565,178633.8935
W00009068,,oa,252,27,38,187,10.7,15.1,74.2,314192.515,178184.33299999998
W00008827,,oa,363,44,43,276,12.1,11.8,76.0,312293.298,175155.2585
W00008826,,oa,385,28,25,332,7.3,6.5,86.2,312646.07149999996,175021.06650000002
W00009069,,oa,331,44,46,241,13.3,13.9,72.8,313118.7405,178201.0325
W00008822,,oa,298,41,34,223,13.8,11.4,74.8,314389.8835,176524.186
W00008825,,oa,300,70,35,195,23.3,11.7,65.0,313409.65599999996,175793.2355
W00008823,,oa,356,50,42,264,14.0,11.8,74.2,313776.49,175953.5635
W00008821,,oa,522,39,47,436,7.5,9.0,83.5,312288.457,174928.97950000002
W00008828,,oa,295,25,24,246,8.5,8.1,83.4,313046.153,174822.3985
W00008829,,oa,344,29,43,272,8.4,12.5,79.1,314986.586,176332.104
W00009385,,oa,344,11,14,319,3.2,4.1,92.7,311880.402,183522.8985
W00005992,,oa,407,28,34,345,6.9,8.4,84.8,310961.67350000003,171845.64299999998
W00005765,,oa,309,19,30,260,6.1,9.7,84.1,314624.11600000004,173765.6015
W00009854,,oa,288,22,20,246,7.6,6.9,85.4,312331.7975,174390.93550000002
W00005995,,oa,266,25,47,194,9.4,17.7,72.9,312051.858,173196.1255
W00005994,,oa,293,31,33,229,10.6,11.3,78.2,311840.292,172839.0515
W00005990,,oa,318,50,35,233,15.7,11.0,73.3,312276.6975,173635.64549999998
W00005882,,oa,417,31,41,345,7.4,9.8,82.7,310169.1555,176797.0515
W00009046,,oa,257,60,40,157,23.3,15.6,61.1,313890.7605,177727.359
W00009047,,oa,266,29,31,206,10.9,11.7,77.4,313262.118,177495.484
W00009044,,oa,184,24,16,144,13.0,8.7,78.3,313442.9695,177573.086
W00008995,,oa,350,37,31,282,10.6,8.9,80.6,313470.4755,176713.7035
W00008992,,oa,342,49,37,256,14.3,10.8,74.9,313432.0775,177003.41749999998
W00008820,,oa,514,52,43,419,10.1,8.4,81.5,313179.507,175032.7625
W00008836,,oa,250,67,23,160,26.8,9.2,64.0,314101.182,175995.175
W00009072,,oa,262,31,37,194,11.8,14.1,74.0,312835.4135,178020.21649999998
W00009070,,oa,315,51,35,229,16.2,11.1,72.7,313335.8785,178134.2005
W00009071,,oa,261,55,33,173,21.1,12.6,66.3,313534.52599999995,178085.0415
W00008837,,oa,366,55,37,274,15.0,10.1,74.9,313838.68,175775.215
W00008834,,oa,266,56,33,177,21.1,12.4,66.5,313891.24199999997,175936.9945
W00008844,,oa,309,43,46,220,13.9,14.9,71.2,312806.19,175489.0855
W00009011,,oa,308,33,27,248,10.7,8.8,80.5,313033.60250000004,176265.945
W00010192,,oa,305,10,14,281,3.3,4.6,92.1,313682.30350000004,179748.2875
W00008987,,oa,314,27,37,250,8.6,11.8,79.6,312666.0635,175577.414
W00008986,,oa,355,35,39,281,9.9,11.0,79.2,312798.2255,176503.8355
W00008985,,oa,400,48,41,311,12.0,10.3,77.8,312958.51399999997,176743.298
W00008989,,oa,354,30,52,272,8.5,14.7,76.8,311895.342,175389.739
W00008984,,oa,364,29,27,308,8.0,7.4,84.6,311414.59900000005,175638.66499999998
W00008983,,oa,287,33,35,219,11.5,12.2,76.3,311748.323,175914.253
W00008982,,oa,284,42,32,210,14.8,11.3,73.9,313281.7855,175952.5785
W00008981,,oa,355,37,39,279,10.4,11.0,78.6,313433.64,176186.2035
W00008988,,oa,238,65,50,123,27.3,21.0,51.7,312233.1625,175421.56
W00008852,,oa,239,34,36,169,14.2,15.1,70.7,313125.957,175483.9015
W00008850,,oa,367,48,41,278,13.1,11.2,75.7,312851.7035,175069.3865
W00008851,,oa,328,62,39,227,18.9,11.9,69.2,313178.3905,175289.869
W00009740,,oa,456,86,41,329,18.9,9.0,72.1,313732.13049999997,180986.962
W00010182,,oa,346,15,21,310,4.3,6.1,89.6,313515.864,180101.947
W00010185,,oa,295,5,13,277,1.7,4.4,93.9,313946.3905,180156.7875
W00008997,,oa,314,37,32,245,11.8,10.2,78.0,313218.4035,176745.9945
W00008996,,oa,275,39,35,201,14.2,12.7,73.1,314072.6685,176728.74
W00008991,,oa,340,30,40,270,8.8,11.8,79.4,311753.281,175038.2495
W00008990,,oa,297,27,31,239,9.1,10.4,80.5,311647.3585,175387.06699999998
W00008999,,oa,358,50,46,262,14.0,12.8,73.2,312709.22849999997,176686.46
W00009751,,oa,463,19,21,423,4.1,4.5,91.4,314102.877,180424.1145
W00009129,,oa,374,37,38,299,9.9,10.2,79.9,317673.815,175636.2565
W00008835,,oa,379,53,48,278,14.0,12.7,73.4,314185.8095,175895.9145
W00008832,,oa,278,39,27,212,14.0,9.7,76.3,314619.899,176286.5005
W00006526,,oa,341,41,37,263,12.0,10.9,77.1,312739.32149999996,183448.293
W00009723,,oa,285,20,35,230,7.0,12.3,80.7,314442,179820.2595
W00009672,,oa,313,32,16,265,10.2,5.1,84.7,323770.7645,180509.5075
W00009041,,oa,261,58,30,173,22.2,11.5,66.3,313609.391,177846.16249999998
W00009048,,oa,321,29,32,260,9.0,10.0,81.0,313928.2355,177361.445
W00009049,,oa,331,39,30,262,11.8,9.1,79.2,313068.22900000005,177386.2195
W00008946,,oa,447,26,22,399,5.8,4.9,89.3,312196.56499999994,176312.278
W00009235,,oa,285,21,28,236,7.4,9.8,82.8,314937.32050000003,178714.517
W00009238,,oa,332,44,45,243,13.3,13.6,73.2,315275.966,178952.6875
W00009546,,oa,244,22,25,197,9.0,10.2,80.7,316123.4975,181328.48700000002
W00010163,,oa,370,7,7,356,1.9,1.9,96.2,312217.7795,181787.278
W00009104,,oa,401,46,31,324,11.5,7.7,80.8,317546.2325,175039.474
W00009102,,oa,273,23,20,230,8.4,7.3,84.2,317165.79850000003,175043.2355
W00009057,,oa,317,36,15,266,11.4,4.7,83.9,314259.7885,177040.8605
W00009050,,oa,286,45,33,208,15.7,11.5,72.7,313328.2385,177217.52899999998
W00009059,,oa,300,29,39,232,9.7,13.0,77.3,313086.7175,178629.2005
W00008891,,oa,218,17,30,171,7.8,13.8,78.4,315722.2025,177157.7595
W00009206,,oa,322,16,24,282,5.0,7.5,87.6,313587.56649999996,179297.759
W00009208,,oa,360,25,41,294,6.9,11.4,81.7,313841.3575,178951.543
W00009209,,oa,258,39,33,186,15.1,12.8,72.1,314082.5415,178977.0845
W00009193,,oa,223,8,18,197,3.6,8.1,88.3,315784.7955,178010.899
W00009191,,oa,502,37,49,416,7.4,9.8,82.9,314404.4875,178977.3025
W00009027,,oa,330,38,29,263,11.5,8.8,79.7,312706.586,175770.09999999998
W00009020,,oa,275,38,30,207,13.8,10.9,75.3,312787.98549999995,176013.139
