area_code,area_name,census_geography,rooms_all,rooms_2_plus,rooms_1_plus,rooms_0,rooms_1_minus,rooms_2_minus,rooms_2_plus_perc,rooms_1_plus_perc,rooms_0_perc,rooms_1_minus_perc,rooms_2_minus_perc,centroid_x,centroid_y
W00009393,,oa,126,56,20,37,9,4,44.4,15.9,29.4,7.1,3.2,319595.472,178418.62300000002
W00009310,,oa,141,62,31,40,7,1,44.0,22.0,28.4,5.0,0.7,322015.35199999996,180061.699
W00009391,,oa,186,109,36,33,6,2,58.6,19.4,17.7,3.2,1.1,319995.204,178266.714
W00009319,,oa,115,44,27,33,7,4,38.3,23.5,28.7,6.1,3.5,322522.1185,181685.723
W00009414,,oa,118,84,23,8,3,0,71.2,19.5,6.8,2.5,0.0,320359.3515,179156.65399999998
W00009415,,oa,139,94,30,14,1,0,67.6,21.6,10.1,0.7,0.0,319954.1915,179057.28600000002
W00009490,,oa,169,109,26,26,6,2,64.5,15.4,15.4,3.6,1.2,320295.295,182863.59999999998
W00009411,,oa,174,124,31,12,6,1,71.3,17.8,6.9,3.4,0.6,319512.0575,179034
W00008779,,oa,151,41,45,45,15,5,27.2,29.8,29.8,9.9,3.3,319820.2025,177052.8785
W00009676,,oa,99,43,20,15,13,8,43.4,20.2,15.2,13.1,8.1,323594.597,178802.36800000002
W00009678,,oa,113,54,32,19,6,2,47.8,28.3,16.8,5.3,1.8,323591.847,181593.21250000002
W00009475,,oa,157,10,25,37,72,13,6.4,15.9,23.6,45.9,8.3,319420.70200000005,177690.29200000002
W00009478,,oa,129,116,8,5,0,0,89.9,6.2,3.9,0.0,0.0,323009.50049999997,182739.3
W00009479,,oa,116,59,28,25,3,1,50.9,24.1,21.6,2.6,0.9,322231.353,182138.4455
W00009711,,oa,134,86,30,12,4,2,64.2,22.4,9.0,3.0,1.5,324315.4625,180323.658
W00009190,,oa,127,110,14,3,0,0,86.6,11.0,2.4,0.0,0.0,313920.9485,179183.387
W00009236,,oa,123,55,36,20,10,2,44.7,29.3,16.3,8.1,1.6,315885.52150000003,178882.391
W00009215,,oa,130,47,45,24,9,5,36.2,34.6,18.5,6.9,3.8,315467.346,179262.8005
W00009217,,oa,125,32,35,40,13,5,25.6,28.0,32.0,10.4,4.0,316221.5255,178912.6225
W00009237,,oa,154,66,41,26,14,7,42.9,26.6,16.9,9.1,4.5,316485.49399999995,178970.90500000003
W00009733,,oa,121,104,13,4,0,0,86.0,10.7,3.3,0.0,0.0,316023.961,179429.4915
W00009417,,oa,132,104,17,6,4,1,78.8,12.9,4.5,3.0,0.8,320230.9005,179034.64299999998
W00008972,,oa,117,49,44,17,6,1,41.9,37.6,14.5,5.1,0.9,319046.4355,179866.96600000001
W00009366,,oa,130,82,37,8,2,1,63.1,28.5,6.2,1.5,0.8,320006.734,179525.19199999998
W00009555,,oa,118,85,22,8,3,0,72.0,18.6,6.8,2.5,0.0,316044.47849999997,182297.588
W00009315,,oa,139,69,44,21,4,1,49.6,31.7,15.1,2.9,0.7,321196.158,179751.6625
W00009312,,oa,136,99,22,10,4,1,72.8,16.2,7.4,2.9,0.7,321645.34900000005,179919.6335
W00009287,,oa,128,93,19,13,3,0,72.7,14.8,10.2,2.3,0.0,318697.2135,182085.19799999997
W00009294,,oa,111,34,25,37,14,1,30.6,22.5,33.3,12.6,0.9,322103.93799999997,180516.2335
W00009675,,oa,136,50,19,40,21,6,36.8,14.0,29.4,15.4,4.4,322857.42350000003,180171.3785
W00010169,,oa,130,62,34,25,6,3,47.7,26.2,19.2,4.6,2.3,320867.426,181611.812
W00009487,,oa,126,86,34,5,1,0,68.3,27.0,4.0,0.8,0.0,320766.9515,182039.46850000002
W00009086,,oa,135,85,23,15,7,5,63.0,17.0,11.1,5.2,3.7,317299.47349999996,178847.957
W00009353,,oa,130,79,25,20,5,1,60.8,19.2,15.4,3.8,0.8,319858.26300000004,180310.3805
W00009604,,oa,105,56,21,23,2,3,53.3,20.0,21.9,1.9,2.9,321935.198,179120.2145
W00009150,,oa,140,120,15,4,0,1,85.7,10.7,2.9,0.0,0.7,317012.6135,179766.878
W00009757,,oa,119,67,32,16,3,1,56.3,26.9,13.4,2.5,0.8,314791.15449999995,180209.064
W00009313,,oa,124,12,82,25,3,2,9.7,66.1,20.2,2.4,1.6,321468.9895,179732.98700000002
W00009227,,oa,134,78,28,18,9,1,58.2,20.9,13.4,6.7,0.7,314946.8025,179346.655
W00009225,,oa,147,70,34,33,7,3,47.6,23.1,22.4,4.8,2.0,314407.75,179639.6555
W00009220,,oa,129,68,38,13,6,4,52.7,29.5,10.1,4.7,3.1,315581.566,178890.7955
W00009410,,oa,124,116,3,3,2,0,93.5,2.4,2.4,1.6,0.0,319096.05,179179.3985
W00009734,,oa,124,61,48,10,3,2,49.2,38.7,8.1,2.4,1.6,315507.858,179417.038
W00008975,,oa,115,91,18,4,2,0,79.1,15.7,3.5,1.7,0.0,318341.9895,179620.9595
W00009620,,oa,123,76,27,12,7,1,61.8,22.0,9.8,5.7,0.8,322102.78150000004,179805.54200000002
W00009084,,oa,141,44,35,43,15,4,31.2,24.8,30.5,10.6,2.8,317078.571,178948.29200000002
W00009085,,oa,155,61,27,40,21,6,39.4,17.4,25.8,13.5,3.9,317397.663,178948.418
W00009602,,oa,115,87,22,5,1,0,75.7,19.1,4.3,0.9,0.0,321528.72,179312.925
W00009603,,oa,119,72,26,15,3,3,60.5,21.8,12.6,2.5,2.5,322123.18799999997,179269.71850000002
W00009601,,oa,127,69,29,21,7,1,54.3,22.8,16.5,5.5,0.8,321874.9815,179385.83
W00009512,,oa,175,116,21,32,6,0,66.3,12.0,18.3,3.4,0.0,313333.9355,180287.519
W00009748,,oa,113,48,32,8,21,4,42.5,28.3,7.1,18.6,3.5,314886.065,180581.827
W00009152,,oa,133,99,17,13,4,0,74.4,12.8,9.8,3.0,0.0,317066.6755,179389.47999999998
W00009746,,oa,135,99,23,12,1,0,73.3,17.0,8.9,0.7,0.0,315096.591,180775.44150000002
W00009525,,oa,126,112,12,2,0,0,88.9,9.5,1.6,0.0,0.0,314949.35699999996,181992.934
W00009261,,oa,152,106,29,9,7,1,69.7,19.1,5.9,4.6,0.7,317929.598,180811.8605
W00009254,,oa,172,48,63,54,7,0,27.9,36.6,31.4,4.1,0.0,317645.2175,181713.38400000002
W00009416,,oa,129,107,10,6,6,0,82.9,7.8,4.7,4.7,0.0,318938.45149999997,178910.388
W00008949,,oa,129,101,24,4,0,0,78.3,18.6,3.1,0.0,0.0,319187.792,181416.3365
W00009232,,oa,141,63,47,24,6,1,44.7,33.3,17.0,4.3,0.7,316163.3375,179099.412
W00009542,,oa,99,92,6,1,0,0,92.9,6.1,1.0,0.0,0.0,315658.5245,181151.58899999998
W00009532,,oa,159,81,55,21,2,0,50.9,34.6,13.2,1.3,0.0,315818.976,181703.6555
W00009530,,oa,122,64,42,13,3,0,52.5,34.4,10.7,2.5,0.0,314841.79850000003,181707.37050000002
W00009163,,oa,123,107,14,2,0,0,87.0,11.4,1.6,0.0,0.0,317585.7895,180511.27649999998
W00009507,,oa,129,118,5,6,0,0,91.5,3.9,4.7,0.0,0.0,312544.78500000003,180926.303
W00009509,,oa,126,117,4,4,1,0,92.9,3.2,3.2,0.8,0.0,311920.32550000004,181013.9095
W00009767,,oa,125,104,18,2,1,0,83.2,14.4,1.6,0.8,0.0,314690.941,179790.1615
W00010128,,oa,69,59,6,3,0,1,85.5,8.7,4.3,0.0,1.4,319260.9915,179066.6665
W00009171,,oa,211,141,16,30,19,5,66.8,7.6,14.2,9.0,2.4,316501.704,180417.01650000003
W00009516,,oa,166,140,20,6,0,0,84.3,12.0,3.6,0.0,0.0,312023.4105,181460.03850000002
W00009644,,oa,128,15,47,50,14,2,11.7,36.7,39.1,10.9,1.6,319614.5795,176384.414
W00009599,,oa,139,47,24,48,14,6,33.8,17.3,34.5,10.1,4.3,317561.9675,176487.4805
W00010201,,oa,116,27,41,32,8,8,23.3,35.3,27.6,6.9,6.9,318747.40650000004,174831.487
W00005834,,oa,122,34,47,33,5,3,27.9,38.5,27.0,4.1,2.5,316930.217,173226.2265
W00009560,,oa,164,47,27,43,31,16,28.7,16.5,26.2,18.9,9.8,317368.4805,176351.94150000002
W00009577,,oa,137,71,22,24,16,4,51.8,16.1,17.5,11.7,2.9,316824.60750000004,177366.2095
W00010204,,oa,133,6,51,63,13,0,4.5,38.3,47.4,9.8,0.0,318674.313,174838.92200000002
W00009292,,oa,118,70,25,22,0,1,59.3,21.2,18.6,0.0,0.8,318053.4255,182042.44199999998
W00009291,,oa,133,27,34,63,7,2,20.3,25.6,47.4,5.3,1.5,317469.57149999996,182017.7145
W00009256,,oa,142,80,32,26,3,1,56.3,22.5,18.3,2.1,0.7,318213.9915,181472.7125
W00009075,,oa,123,69,21,23,9,1,56.1,17.1,18.7,7.3,0.8,317422.759,178650.1655
W00010190,,oa,106,55,21,21,8,1,51.9,19.8,19.8,7.5,0.9,316993.3625,180626.75449999998
W00009125,,oa,144,52,45,30,13,4,36.1,31.3,20.8,9.0,2.8,317352.2955,175643.93050000002
W00009246,,oa,147,82,27,31,5,2,55.8,18.4,21.1,3.4,1.4,317330.0675,182998.8175
W00009146,,oa,141,124,9,5,2,1,87.9,6.4,3.5,1.4,0.7,317757.3015,179848.4075
W00009149,,oa,143,125,13,3,2,0,87.4,9.1,2.1,1.4,0.0,317077.177,179856.188
W00008980,,oa,128,96,25,5,2,0,75.0,19.5,3.9,1.6,0.0,319177.9925,181952.4075
W00009241,,oa,169,51,39,69,9,1,30.2,23.1,40.8,5.3,0.6,317491.978,181022.50699999998
W00009242,,oa,139,63,46,28,2,0,45.3,33.1,20.1,1.4,0.0,317013.251,183488.522
W00009437,,oa,208,23,30,67,52,36,11.1,14.4,32.2,25.0,17.3,318787.445,177251.71000000002
W00009431,,oa,109,51,33,16,5,4,46.8,30.3,14.7,4.6,3.7,319127.426,177548.99550000002
W00009111,,oa,125,76,24,16,6,3,60.8,19.2,12.8,4.8,2.4,318146.36100000003,174804.4225
W00010145,,oa,111,8,13,50,34,6,7.2,11.7,45.0,30.6,5.4,318086.105,173046.0235
W00008781,,oa,239,47,46,72,55,19,19.7,19.2,30.1,23.0,7.9,319565.704,176942.5165
W00009697,,oa,132,25,43,50,13,1,18.9,32.6,37.9,9.8,0.8,323833.8075,181008.1055
W00009700,,oa,142,17,49,65,6,5,12.0,34.5,45.8,4.2,3.5,323859.5175,180822.33000000002
W00010174,,oa,91,80,4,3,3,1,87.9,4.4,3.3,3.3,1.1,321665.2,182140.5945
W00009296,,oa,122,70,16,30,5,1,57.4,13.1,24.6,4.1,0.8,322164.6615,181049.67349999998
W00009297,,oa,130,67,27,30,4,2,51.5,20.8,23.1,3.1,1.5,321888.5,180954.887
W00009293,,oa,142,66,31,27,13,5,46.5,21.8,19.0,9.2,3.5,321671.912,181024.6805
W00009326,,oa,120,39,33,42,2,4,32.5,27.5,35.0,1.7,3.3,322221.613,181275.8805
W00009329,,oa,138,66,31,33,6,2,47.8,22.5,23.9,4.3,1.4,322408.9445,181038.3135
W00008602,,oa,125,116,6,2,1,0,92.8,4.8,1.6,0.8,0.0,325869.9575,183019.33049999998
W00010136,,oa,114,46,29,30,9,0,40.4,25.4,26.3,7.9,0.0,320789.32649999997,182184.006
W00009482,,oa,141,94,24,16,6,1,66.7,17.0,11.3,4.3,0.7,323043.49549999996,181848.52850000001
W00009480,,oa,97,44,37,14,1,1,45.4,38.1,14.4,1.0,1.0,322759.824,181766.20500000002
W00009488,,oa,140,107,23,10,0,0,76.4,16.4,7.1,0.0,0.0,320750.19700000004,182454.8115
W00009497,,oa,161,102,29,22,8,0,63.4,18.0,13.7,5.0,0.0,320570.615,182091.183
W00009493,,oa,129,72,34,20,2,1,55.8,26.4,15.5,1.6,0.8,321604.89650000003,182334.516
W00009502,,oa,140,109,21,5,4,1,77.9,15.0,3.6,2.9,0.7,321415.4495,182493.7165
W00009680,,oa,122,50,41,23,4,4,41.0,33.6,18.9,3.3,3.3,324000.5045,181401.913
W00009684,,oa,146,70,32,26,16,2,47.9,21.9,17.8,11.0,1.4,323919.8155,181678.6315
W00009689,,oa,119,27,52,24,11,5,22.7,43.7,20.2,9.2,4.2,324177.391,181514.5375
W00009327,,oa,134,35,35,49,12,3,26.1,26.1,36.6,9.0,2.2,321965.71849999996,181259.9645
W00009322,,oa,134,56,38,31,7,2,41.8,28.4,23.1,5.2,1.5,322089.2655,181451.2095
W00009323,,oa,123,48,41,29,4,1,39.0,33.3,23.6,3.3,0.8,321696.9535,181393.00699999998
W00009339,,oa,119,62,24,19,12,2,52.1,20.2,16.0,10.1,1.7,320560,181077
W00009143,,oa,118,105,10,3,0,0,89.0,8.5,2.5,0.0,0.0,317235.5,179862.5
W00009744,,oa,167,33,34,78,15,7,19.8,20.4,46.7,9.0,4.2,314307.5325,180875.7625
W00009501,,oa,144,104,29,10,1,0,72.2,20.1,6.9,0.7,0.0,321241.35250000004,183544.7765
W00010189,,oa,83,59,18,5,1,0,71.1,21.7,6.0,1.2,0.0,321483.347,181979.1825
W00010218,,oa,80,48,22,4,3,3,60.0,27.5,5.0,3.8,3.8,316801.3145,180448.8025
W00009317,,oa,125,42,33,41,9,0,33.6,26.4,32.8,7.2,0.0,322235.659,181770.375
W00009683,,oa,143,66,43,21,11,2,46.2,30.1,14.7,7.7,1.4,323778.2785,181833.6355
W00010156,,oa,112,13,24,48,24,3,11.6,21.4,42.9,21.4,2.7,321003.18200000003,182056.289
W00009142,,oa,121,45,26,46,4,0,37.2,21.5,38.0,3.3,0.0,316589.13950000005,180092.4005
W00009743,,oa,129,72,35,16,5,1,55.8,27.1,12.4,3.9,0.8,314951.593,181098.06199999998
W00009157,,oa,210,121,46,30,12,1,57.6,21.9,14.3,5.7,0.5,317083.5925,180740.23849999998
W00009302,,oa,139,75,30,24,7,3,54.0,21.6,17.3,5.0,2.2,321270.5455,180555.63549999997
W00009303,,oa,126,53,32,27,12,2,42.1,25.4,21.4,9.5,1.6,321789.7875,180450.646
W00009308,,oa,110,53,19,32,5,1,48.2,17.3,29.1,4.5,0.9,322119.554,180359.19
W00009255,,oa,135,74,25,30,5,1,54.8,18.5,22.2,3.7,0.7,316887.321,181903.1235
W00009250,,oa,139,63,39,29,8,0,45.3,28.1,20.9,5.8,0.0,317281.949,181811.12699999998
W00009251,,oa,126,116,4,3,3,0,92.1,3.2,2.4,2.4,0.0,318479.0695,181692.2005
W00009496,,oa,138,89,31,16,2,0,64.5,22.5,11.6,1.4,0.0,321421.294,182142.0415
W00009495,,oa,128,72,31,22,3,0,56.3,24.2,17.2,2.3,0.0,320989.38049999997,182347.4925
W00009494,,oa,178,84,54,36,4,0,47.2,30.3,20.2,2.2,0.0,320349.6865,182239.291
W00009491,,oa,195,94,63,33,2,3,48.2,32.3,16.9,1.0,1.5,320968,182547.9835
W00009547,,oa,113,90,17,5,1,0,79.6,15.0,4.4,0.9,0.0,316259.3835,181029.633
W00009180,,oa,121,118,1,2,0,0,97.5,0.8,1.7,0.0,0.0,318742.4985,182451.4535
W00009368,,oa,120,87,22,8,3,0,72.5,18.3,6.7,2.5,0.0,319873.051,181856.955
W00009283,,oa,121,95,15,9,2,0,78.5,12.4,7.4,1.7,0.0,316669.4705,182347.6995
W00009551,,oa,123,75,25,16,7,0,61.0,20.3,13.0,5.7,0.0,315829.83499999996,180712.3645
W00009702,,oa,143,61,32,33,13,4,42.7,22.4,23.1,9.1,2.8,323362.5,180545.509
W00009524,,oa,131,77,39,10,5,0,58.8,29.8,7.6,3.8,0.0,316494.4005,181790.793
W00009710,,oa,133,83,24,21,3,2,62.4,18.0,15.8,2.3,1.5,323165.745,180512.481
W00008953,,oa,122,110,9,3,0,0,90.2,7.4,2.5,0.0,0.0,318966.49450000003,181043.2775
W00009538,,oa,127,26,44,51,5,1,20.5,34.6,40.2,3.9,0.8,315198.0115,181027.164
W00009354,,oa,150,63,40,38,9,0,42.0,26.7,25.3,6.0,0.0,320269.4395,180134.734
W00009359,,oa,132,38,25,54,11,4,28.8,18.9,40.9,8.3,3.0,319950.593,180239.715
W00009175,,oa,131,125,5,0,1,0,95.4,3.8,0.0,0.8,0.0,317556.15249999997,184253.077
W00009274,,oa,127,112,13,2,0,0,88.2,10.2,1.6,0.0,0.0,317133.65249999997,182711.9345
W00009270,,oa,109,93,14,1,0,1,85.3,12.8,0.9,0.0,0.9,316778.206,182991.948
W00009518,,oa,119,96,17,2,4,0,80.7,14.3,1.7,3.4,0.0,316338.6425,180850.8615
W00008819,,oa,113,55,36,19,3,0,48.7,31.9,16.8,2.7,0.0,313448.515,175078.3515
W00008838,,oa,123,42,30,42,6,3,34.1,24.4,34.1,4.9,2.4,313618.641,175688.674
W00008833,,oa,185,64,58,42,18,3,34.6,31.4,22.7,9.7,1.6,313872.6415,176145.612
W00009056,,oa,130,104,15,10,1,0,80.0,11.5,7.7,0.8,0.0,313704.5455,177097.237
W00009051,,oa,140,119,13,5,3,0,85.0,9.3,3.6,2.1,0.0,313779.10750000004,177313.265
W00009035,,oa,133,101,25,7,0,0,75.9,18.8,5.3,0.0,0.0,313561.6435,177409.1225
W00008861,,oa,139,94,20,15,9,1,67.6,14.4,10.8,6.5,0.7,316125.66949999996,176118.1125
W00009045,,oa,140,74,38,20,7,1,52.9,27.1,14.3,5.0,0.7,313746.92000000004,177597.965
W00009032,,oa,149,8,63,60,12,6,5.4,42.3,40.3,8.1,4.0,313269.5,177946.02250000002
W00009031,,oa,137,79,32,19,4,3,57.7,23.4,13.9,2.9,2.2,313817.299,178049
W00009030,,oa,141,58,53,22,5,3,41.1,37.6,15.6,3.5,2.1,314137.01450000005,178315.241
W00009446,,oa,165,13,18,75,46,13,7.9,10.9,45.5,27.9,7.9,318833.68850000005,177087.61800000002
W00009721,,oa,128,52,41,26,9,0,40.6,32.0,20.3,7.0,0.0,314100.007,181944.215
W00009009,,oa,142,46,45,41,7,3,32.4,31.7,28.9,4.9,2.1,313684.9745,176302.15350000001
W00008847,,oa,128,52,38,30,6,2,40.6,29.7,23.4,4.7,1.6,313781.248,175392.7715
W00008831,,oa,159,66,48,38,7,0,41.5,30.2,23.9,4.4,0.0,314327.914,176310.7135
W00008830,,oa,145,66,31,25,16,7,45.5,21.4,17.2,11.0,4.8,314478.52,176629.424
W00009052,,oa,139,41,36,55,6,1,29.5,25.9,39.6,4.3,0.7,314432,177274.78999999998
W00008881,,oa,144,63,24,35,20,2,43.8,16.7,24.3,13.9,1.4,316621.81,176217.44650000002
W00008890,,oa,124,109,8,5,1,1,87.9,6.5,4.0,0.8,0.8,315264.194,177100.826
W00009196,,oa,126,84,32,8,1,1,66.7,25.4,6.3,0.8,0.8,314631.53099999996,177737.8805
W00009042,,oa,136,65,25,40,6,0,47.8,18.4,29.4,4.4,0.0,314261.322,177840.1335
W00009187,,oa,125,82,13,25,4,1,65.6,10.4,20.0,3.2,0.8,315460.425,177665.5125
W00009219,,oa,129,76,29,18,4,2,58.9,22.5,14.0,3.1,1.6,315257.0905,178770.9665
W00009216,,oa,165,45,40,57,19,4,27.3,24.2,34.5,11.5,2.4,314846.7465,179034.2425
W00009228,,oa,143,88,39,15,1,0,61.5,27.3,10.5,0.7,0.0,314486.2705,179290.8945
W00009138,,oa,133,110,10,10,2,1,82.7,7.5,7.5,1.5,0.8,317442.204,180362.0125
W00008865,,oa,125,36,36,45,7,1,28.8,28.8,36.0,5.6,0.8,315864.754,176776.0415
W00009536,,oa,117,91,19,7,0,0,77.8,16.2,6.0,0.0,0.0,315827.94550000003,181475.577
W00009588,,oa,197,14,50,84,42,7,7.1,25.4,42.6,21.3,3.6,317279.50800000003,176539.747
W00010134,,oa,141,28,18,44,44,7,19.9,12.8,31.2,31.2,5.0,321071.977,178088.6005
W00010230,,oa,92,2,6,31,45,8,2.2,6.5,33.7,48.9,8.7,318443.753,175074.728
W00008913,,oa,159,40,17,32,43,27,25.2,10.7,20.1,27.0,17.0,318411.985,177295.14250000002
W00010153,,oa,100,0,15,41,38,6,0.0,15.0,41.0,38.0,6.0,318498.85699999996,176254.73599999998
W00009330,,oa,150,81,36,22,10,1,54.0,24.0,14.7,6.7,0.7,320893.16599999997,180476.91499999998
W00010130,,oa,119,14,20,46,33,6,11.8,16.8,38.7,27.7,5.0,318607.0605,176679.4135
W00010186,,oa,98,5,15,27,47,4,5.1,15.3,27.6,48.0,4.1,318966.55350000004,175300.3025
W00010194,,oa,137,5,11,60,53,8,3.6,8.0,43.8,38.7,5.8,319310.007,175320.0625
W00010197,,oa,128,8,6,54,56,4,6.3,4.7,42.2,43.8,3.1,319486.625,175185.9135
W00010160,,oa,95,1,27,49,14,4,1.1,28.4,51.6,14.7,4.2,318848.98600000003,174776.8245
W00010161,,oa,135,3,13,62,45,12,2.2,9.6,45.9,33.3,8.9,318245.8945,173535.3125
W00010143,,oa,107,0,17,39,39,12,0.0,15.9,36.4,36.4,11.2,318310.03500000003,173424.14500000002
W00009463,,oa,121,55,22,17,17,10,45.5,18.2,14.0,14.0,8.3,318884.7155,178060.82150000002
W00009448,,oa,180,17,18,89,45,11,9.4,10.0,49.4,25.0,6.1,318866.2085,176925.711
W00010200,,oa,137,4,20,60,44,9,2.9,14.6,43.8,32.1,6.6,318663.97349999996,174965.71250000002
W00010188,,oa,58,48,4,5,0,1,82.8,6.9,8.6,0.0,1.7,319190.65650000004,180046.599
W00010184,,oa,121,28,49,30,11,3,23.1,40.5,24.8,9.1,2.5,318984.9475,175491.454
W00009664,,oa,138,72,33,24,6,3,52.2,23.9,17.4,4.3,2.2,320132.5235,176911.369
W00008817,,oa,136,17,34,49,27,9,12.5,25.0,36.0,19.9,6.6,318872.419,175107.2645
W00008788,,oa,172,62,41,41,18,10,36.0,23.8,23.8,10.5,5.8,319473.9215,176821.278
W00010198,,oa,112,15,50,33,9,5,13.4,44.6,29.5,8.0,4.5,319019.33499999996,175076.0955
W00009331,,oa,166,72,37,33,17,7,43.4,22.3,19.9,10.2,4.2,320556.9365,181772.1095
W00010133,,oa,227,5,29,83,102,8,2.2,12.8,36.6,44.9,3.5,319622.31799999997,174723.5235
W00009611,,oa,129,93,23,10,3,0,72.1,17.8,7.8,2.3,0.0,321451.947,178866.353
W00010131,,oa,233,11,34,86,82,20,4.7,14.6,36.9,35.2,8.6,318752.796,176289.6365
W00008907,,oa,139,21,13,45,40,20,15.1,9.4,32.4,28.8,14.4,318258.2905,177611.60700000002
W00008903,,oa,136,24,31,41,32,8,17.6,22.8,30.1,23.5,5.9,318493.2965,177708.858
W00008900,,oa,156,33,21,54,39,9,21.2,13.5,34.6,25.0,5.8,318257.3255,177886.43
W00009434,,oa,172,17,29,48,50,28,9.9,16.9,27.9,29.1,16.3,318835.23600000003,177476.1085
W00009430,,oa,119,44,47,24,3,1,37.0,39.5,20.2,2.5,0.8,319142.33499999996,177641.5635
W00009438,,oa,122,32,25,40,16,9,26.2,20.5,32.8,13.1,7.4,319354.055,177487.766
W00009439,,oa,126,46,37,30,10,3,36.5,29.4,23.8,7.9,2.4,319128.6925,177430.88799999998
W00010181,,oa,118,21,13,41,33,10,17.8,11.0,34.7,28.0,8.5,319821.6315,177220.874
W00008915,,oa,157,24,16,56,35,26,15.3,10.2,35.7,22.3,16.6,318501.396,177283.1685
W00008910,,oa,140,18,27,58,30,7,12.9,19.3,41.4,21.4,5.0,318455.899,177567.27049999998
W00009387,,oa,147,60,66,18,3,0,40.8,44.9,12.2,2.0,0.0,320317.2465,178544.979
W00009386,,oa,127,52,22,44,9,0,40.9,17.3,34.6,7.1,0.0,320544.579,178639.8015
W00009301,,oa,116,30,43,34,8,1,25.9,37.1,29.3,6.9,0.9,322013.73250000004,180798.95400000003
W00009389,,oa,123,105,11,6,1,0,85.4,8.9,4.9,0.8,0.0,318903.939,178637.642
W00009407,,oa,125,102,16,4,2,1,81.6,12.8,3.2,1.6,0.8,320080.55850000004,177724.5415
W00009405,,oa,145,22,8,46,48,21,15.2,5.5,31.7,33.1,14.5,319393.44550000003,177941.19
W00009408,,oa,142,32,26,52,25,7,22.5,18.3,36.6,17.6,4.9,320665.221,178077.4225
W00009409,,oa,120,97,14,7,1,1,80.8,11.7,5.8,0.8,0.8,319593.9665,179403.875
W00009662,,oa,128,38,22,44,19,5,29.7,17.2,34.4,14.8,3.9,320059.026,176713.53999999998
W00009668,,oa,119,63,29,17,8,2,52.9,24.4,14.3,6.7,1.7,320303.61199999996,176952.82549999998
W00010196,,oa,129,3,7,45,59,15,2.3,5.4,34.9,45.7,11.6,318567.266,174930.985
W00009316,,oa,127,53,52,19,1,2,41.7,40.9,15.0,0.8,1.6,321467.1435,179481.027
W00009395,,oa,123,98,17,6,2,0,79.7,13.8,4.9,1.6,0.0,319613.981,178268.1105
W00010216,,oa,107,22,21,24,33,7,20.6,19.6,22.4,30.8,6.5,318945.1805,174828.861
W00010217,,oa,106,28,15,38,24,1,26.4,14.2,35.8,22.6,0.9,320947.028,181523.7475
W00009413,,oa,114,97,12,4,1,0,85.1,10.5,3.5,0.9,0.0,318805.46400000004,179169.4985
W00009454,,oa,94,28,26,20,18,2,29.8,27.7,21.3,19.1,2.1,318564.598,178247.516
W00009418,,oa,129,62,49,14,3,1,48.1,38.0,10.9,2.3,0.8,318736.4575,179054.2645
W00009499,,oa,123,71,35,16,1,0,57.7,28.5,13.0,0.8,0.0,320316.6625,182021.3075
W00008962,,oa,114,81,23,7,3,0,71.1,20.2,6.1,2.6,0.0,319096.204,180471.3525
W00008965,,oa,129,93,26,6,2,2,72.1,20.2,4.7,1.6,1.6,318629.45050000004,180294.299
W00008969,,oa,113,48,27,14,18,6,42.5,23.9,12.4,15.9,5.3,319053.52150000003,180050.111
W00008961,,oa,122,109,7,6,0,0,89.3,5.7,4.9,0.0,0.0,318864.3285,180544.6485
W00008807,,oa,218,70,50,65,26,7,32.1,22.9,29.8,11.9,3.2,318713.59849999996,174321.23200000002
W00008800,,oa,153,52,39,37,21,4,34.0,25.5,24.2,13.7,2.6,320036.184,177041.47950000002
W00008808,,oa,163,28,46,46,37,6,17.2,28.2,28.2,22.7,3.7,319140.8985,175923.1725
W00008947,,oa,128,93,25,9,1,0,72.7,19.5,7.0,0.8,0.0,319776.64749999996,180855.5245
W00008948,,oa,128,112,13,1,2,0,87.5,10.2,0.8,1.6,0.0,319411.795,181476.2715
W00009476,,oa,133,45,20,31,28,9,33.8,15.0,23.3,21.1,6.8,318856.15150000004,177677.5635
W00009472,,oa,123,7,28,31,47,10,5.7,22.8,25.2,38.2,8.1,319273.7925,177790.287
W00009470,,oa,111,51,29,21,8,2,45.9,26.1,18.9,7.2,1.8,319116.7035,177781.96
W00009471,,oa,225,29,16,73,87,20,12.9,7.1,32.4,38.7,8.9,318693.67949999997,177531.3145
W00009646,,oa,179,31,31,82,25,10,17.3,17.3,45.8,14.0,5.6,319595.684,176264.00449999998
W00009643,,oa,135,20,48,58,8,1,14.8,35.6,43.0,5.9,0.7,319727.1675,176427.0395
W00009648,,oa,124,37,30,34,22,1,29.8,24.2,27.4,17.7,0.8,320655.4815,177355.642
W00008976,,oa,125,81,21,21,2,0,64.8,16.8,16.8,1.6,0.0,318824.5,179531.60450000002
W00008977,,oa,123,106,14,2,1,0,86.2,11.4,1.6,0.8,0.0,318475.04449999996,179482.6015
W00008973,,oa,135,88,31,13,3,0,65.2,23.0,9.6,2.2,0.0,319181.4855,179596.131
W00008970,,oa,115,97,12,2,4,0,84.3,10.4,1.7,3.5,0.0,318802.55700000003,179876.62300000002
W00009109,,oa,103,22,27,45,8,1,21.4,26.2,43.7,7.8,1.0,318431.908,174789.9105
W00008813,,oa,137,32,57,37,7,4,23.4,41.6,27.0,5.1,2.9,319041.2025,175654.3915
